Title,Year,Duration,MPA,IMBD_Rating,Votes,méta_score,description,Movie Link,writers,director,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
138. Ride Beyond Vengeance,1966,1h 41m,Approved,6.2,808,,"After an 11-year absence, a buffalo hunter returns home with lots of money in his saddlebags only to be robbed at gunpoint by a trio of no-good town citizens, prompting an eventual revenge quest.",https://www.imdb.com/title/tt0060899/?ref_=sr_i_138,"['Chuck Connors', 'Michael Rennie', 'Kathryn Hays']",Bernard McEveety,"['Chuck Connors', 'Michael Rennie', 'Kathryn Hays', 'Joan Blondell', 'Gloria Grahame', 'Gary Merrill', 'Bill Bixby', 'Claude Akins', 'Paul Fix', 'Marissa Mathes']","$650,000 (estimated)",,,,January 1966,['United States'],"Hurricane, Utah, USA","['Mark Goodson-Bill Todman Productions', 'Sentinel Productions', 'Fenady Associates']",,"['Classical Western', 'Drama', 'Western']",['English']
139. What's Cooking in Paris,1966,1h 25m,Not Rated,6.7,6.9K,,Top-notch french restaurant owner Monsieur Septime is involved into crime when one of his famous guests disappears.,https://www.imdb.com/title/tt0061728/?ref_=sr_i_139,"['Louis de Funès', 'Bernard Blier', 'Maria-Rosa Rodriguez']",Jacques Besnard,"['Louis de Funès', 'Bernard Blier', 'Maria-Rosa Rodriguez', 'Venantino Venantini', 'Juan Ramírez', 'Noël Roquevert', 'Folco Lulli', 'Yves Arcanel', 'René Berthier', 'Albert Dagnant']",,,,,"September 9, 1966",['France'],"Barrage de Tignes, Tignes, Savoie, France",['Gaumont International'],,"['Action', 'Comedy']","['French', 'German', 'Spanish']"
140. The Great St. Trinian's Train Robbery,1966,1h 33m,Not Rated,5.8,1.2K,,The all-girl school foil an attempt by train robbers to recover two and a half million pounds hidden in their school.,https://www.imdb.com/title/tt0060476/?ref_=sr_i_140,"['Frank Launder', 'Sidney Gilliat', 'Leslie Gilliat']",Sidney Gilliat,"['Frankie Howerd', 'Dora Bryan', 'George Cole', 'Reg Varney', 'Raymond Huntley', 'Richard Wattis', 'Portland Mason', 'Terry Scott', 'Eric Barker', 'Godfrey Winn']",,,,,"March 11, 1966",['United Kingdom'],"Longmoor military railway, Longmoor Military Camp, Hampshire, England, UK",['Braywild'],1 win total,"['Comedy', 'Crime', 'Family']",['English']
141. A Fine Madness,1966,1h 44m,Not Rated,5.6,1.6K,65.0,"Samson Shillitoe, mad genius of a poet irresistible to women, but plagued by writer's block, agrees to see a psychiatrist, and his beautiful wife.",https://www.imdb.com/title/tt0060414/?ref_=sr_i_141,['Elliott Baker'],Irvin Kershner,"['Sean Connery', 'Joanne Woodward', 'Jean Seberg', ""Patrick O'Neal"", 'Colleen Dewhurst', 'Clive Revill', 'Werner Peters', 'John Fiedler', 'Kay Medford', 'Jackie Coogan']",,,,,"September 23, 1966",['United States'],"East 5th Street between 2nd and 3rd Avenues, New York City, New York, USA",['Pan Arts'],,"['Comedy', 'Drama', 'Romance']",['English']
142. Let's Kill Uncle,1966,1h 32m,Approved,5.7,555,,"A 12-year-old orphan who has just inherited a fortune is trapped on an island with his uncle, a former British Intelligence commander who intends to kill him. A young girl is the boy's only ally against the sarcastic uncle, who uses hypnotism, a pool of sharks, fire, and poisonous mushrooms as weapons.",https://www.imdb.com/title/tt0060626/?ref_=sr_i_142,"['Nigel Green', 'Mary Badham', 'Pat Cardi']",William Castle,"['Nigel Green', 'Mary Badham', 'Pat Cardi', 'Robert Pickering', 'Linda Lawson', 'Ref Sanchez', 'Nestor Paiva', 'William Castle', 'Raven Grey Eagle']",,,,,"March 9, 1967",['United States'],"Universal Studios - 100 Universal City Plaza, Universal City, California, USA","['William Castle Productions', 'Universal Pictures']",,"['Comedy', 'Horror', 'Thriller']",['English']
143. Chafed Elbows,1966,1h 3m,,6.3,532,,A welfare recipient marries his mother.,https://www.imdb.com/title/tt0138355/?ref_=sr_i_143,"['George Morgan', 'Elsie Downey', 'Lawrence Wolf']",Robert Downey Sr.,"['George Morgan', 'Elsie Downey', 'Lawrence Wolf', ""Tom O'Horgan"", 'Elmer Kline', 'Ben Bagley', 'Ralph Blasi', 'Michael Brown', 'Ronald Nealy', 'Stanley Warnow']","$25,000 (estimated)",,,,1966,['United States'],"Manhattan, New York City, New York, USA","['Goosedown Production', 'Vulcan']",,['Comedy'],['English']
144. Hunger,1966,1h 52m,Not Rated,7.7,3.5K,,"In 1890, Pontus, the starving writer, wanders the streets of Christiania in search of love and a chance to get his work published. All he meets is defeat and suffering while his sense of reality is withering. One moment he is delighted and the next he curses everybody. Nevertheless, all the time he manages to maintain human dignity and pride.",https://www.imdb.com/title/tt0061042/?ref_=sr_i_144,"['Per Oscarsson', 'Gunnel Lindblom', 'Birgitte Federspiel']",Henning Carlsen,"['Per Oscarsson', 'Gunnel Lindblom', 'Birgitte Federspiel', 'Knud Rex', 'Hans W. Petersen', 'Henki Kolstad', 'Roy Bjørnstad', 'Sverre Hansen', 'Pål Skjønberg', 'Else Heiberg']",,,,,"August 12, 1968","['Denmark', 'Norway', 'Sweden']","Oslo, Norway","['Sandrews', 'Studio ABC', 'Svenska Filminstitutet (SFI)']",7 wins & 1 nomination total,"['Biography', 'Drama']","['Danish', 'Swedish', 'Norwegian']"
145. Gypsy Girl,1966,1h 45m,Not Rated,6.8,845,,"A young, lonely, emotionally challenged teenage girl finds solace in burying dead animals after the sudden traumatic death of a childhood friend ten years earlier.",https://www.imdb.com/title/tt0060484/?ref_=sr_i_145,"['Mary Hayley Bell', 'John Prebble']",John Mills,"['Hayley Mills', 'Annette Crosbie', 'Laurence Naismith', 'Geoffrey Bayldon', 'Pauline Jameson', 'Norman Bird', 'June Ellis', 'Hamilton Dyce', 'Judith Furse', 'Anne Blake']",,,,,July 1966,['United Kingdom'],"Badminton, Gloucestershire, England, UK","['The Rank Organisation', 'John Mills Productions']",1 nomination total,"['Drama', 'Romance']",['English']
146. Night Games,1966,1h 45m,Not Rated,6.3,787,,The story about a man who's trying to get rid of his memories from his past. He grew up in an upper-class family in a castle and now revisits the castle with his fiancee.,https://www.imdb.com/title/tt0060740/?ref_=sr_i_146,"['David Hughes', 'Mai Zetterling']",Mai Zetterling,"['Ingrid Thulin', 'Keve Hjelm', 'Lena Brundin', 'Jörgen Lindström', 'Naima Wifstrand', 'Monica Zetterlund', 'Lauritz Falk', 'Rune Lindström', 'Christian Bratt', 'Lissi Alandh']",,,,,"September 12, 1966",['Sweden'],"Roslagen, Sweden",['Sandrews'],1 win & 1 nomination total,['Drama'],"['Swedish', 'English']"
147. Thunderbirds Are GO,1966,1h 33m,G,6.4,2.7K,,"When the launch of the first manned mission to Mars goes awry due to sabotage, International Rescue is requested to assist in the mission's second attempt.",https://www.imdb.com/title/tt0061094/?ref_=sr_i_147,"['Sylvia Anderson', 'Ray Barrett', 'Alexander Davion']",David Lane,"['Sylvia Anderson', 'Ray Barrett', 'Alexander Davion', 'Peter Dyneley', 'Christine Finn', 'David Graham', 'Paul Maxwell', 'Neil McCallum', 'Bob Monkhouse', 'Shane Rimmer']","£250,000 (estimated)",,,,"December 12, 1966",['United Kingdom'],"Century 21 Studios, Slough, Berkshire, England, UK","['Century 21 Television', 'Associated Television (Overseas) Limited']",,"['Action', 'Adventure', 'Drama', 'Family', 'Sci-Fi']",['English']
148. The Monkey Goes West,1966,1h 52m,,6.6,123,,16th-century novel recounting the efforts of a Buddhist monk and his magical companions to travel to India and bring back Buddhist sutras.,https://www.imdb.com/title/tt0121568/?ref_=sr_i_148,"['Diana Chung-Wen Chang', 'Fan Ho', 'Yueh Hua']",Meng-Hua Ho,"['Diana Chung-Wen Chang', 'Fan Ho', 'Yueh Hua', 'Pao-Shu Kao', 'Tina Chin-Fei', 'Peng Peng', 'Shun Tien', 'Hsin-Yen Chao', 'Pei-Pei Cheng', 'Ji-Hee Choi']",,,,,"January 18, 1966",['Hong Kong'],"Alishan, Taiwan",['Shaw Brothers'],,"['Adventure', 'Fantasy', 'Musical']",['Mandarin']
"149. My Sister, My Love",1966,1h 37m,,7.1,573,,"Jacob returns home to Sweden after four years in Paris. Charlotte, his sister, plans to marry Baron Alsmeden, which arouses Jacob's jealousy. He flirts with Ebba to take revenge on his sister. Old suppressed feelings awaken between them.",https://www.imdb.com/title/tt0061055/?ref_=sr_i_149,"['Bibi Andersson', 'Per Oscarsson', 'Jarl Kulle']",Vilgot Sjöman,"['Bibi Andersson', 'Per Oscarsson', 'Jarl Kulle', 'Tina Hedström', 'Gunnar Björnstrand', 'Kjerstin Dellert', 'Berta Hall', 'Lena Hansson', 'Thomas Ungewitter', 'Agneta Ekmanner']",,,,,"February 28, 1966",['Sweden'],,['Sandrew Film & Teater'],1 win & 2 nominations total,"['Drama', 'Romance']",['Swedish']
150. Massacre Time,1966,1h 32m,M,6.5,2.5K,,"A prospector and his drunkard brother must fight against the insane and sadistic son of a wealthy rancher, who has dispossessed them of their family farm.",https://www.imdb.com/title/tt0061074/?ref_=sr_i_150,"['Fernando Di Leo', 'Lucio Fulci', ""Enzo Dell'Aquila""]",Lucio Fulci,"['Franco Nero', 'George Hilton', 'Linda Sini', 'Giuseppe Addobbati', 'Nino Castelnuovo', 'Tom Felleghy', 'Franco Moruzzi', 'Rina Franchetti', 'Tchang Yu', 'Aysanoa Runachagua']",,,,,"December 4, 1968",['Italy'],"Elios Studios, Rome, Lazio, Italy","['Mega Film', 'Colt Produzioni Cinematografiche', 'L.F. Produzioni Cinematografiche']",,"['Spaghetti Western', 'Action', 'Drama', 'Thriller', 'Western']",['Italian']
151. The Trygon Factor,1966,1h 28m,M/PG,5.8,503,,Scotland Yard Superintendent Cooper-Smith investigates the suspicious looking Emberday estate where the Emberday family and an order of nuns reside.,https://www.imdb.com/title/tt0061124/?ref_=sr_i_151,"['Derry Quinn', 'Stanley Munro', 'Edgar Wallace']",Cyril Frankel,"['Stewart Granger', 'Susan Hampshire', 'Cathleen Nesbitt', 'James Culliford', 'Brigitte Horney', 'Robert Morley', 'Sophie Hardy', 'Colin Gordon', 'Eddi Arent', 'Diane Clare']","DEM4,000,000 (estimated)",,,,May 1967,"['United Kingdom', 'West Germany']","Shepperton Studios, Shepperton, Surrey, England, UK","['Portman Productions', 'Preben-Philipsen', 'Rialto Film']",,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",['English']
152. Huling-Huli ni kumpare si kumare,1966,1h 53m,,,,,Bobby and Eddie are back again in the funniest sex game.,https://www.imdb.com/title/tt5493270/?ref_=sr_i_152,"['Romeo Vasquez', 'Eddie Gutierrez', 'Blanca Gomez']",Mar S. Torres,"['Romeo Vasquez', 'Eddie Gutierrez', 'Blanca Gomez', 'Gina Pareño', 'Bella Flores', 'Etang Discher', 'Nori Dalisay', 'Romero Rivera', 'Lucy Johnson', 'Venchito Galvez']",,,,,"May 5, 1966",['Philippines'],,['VP Pictures'],,"['Comedy', 'Musical']","['Filipino', 'Tagalog']"
153. Destination Inner Space,1966,1h 23m,Not Rated,4.5,747,,A group of scientists working in a deep-sea research station discovers a strange craft of extraterrestrial origin.,https://www.imdb.com/title/tt0060302/?ref_=sr_i_153,"['Scott Brady', 'Sheree North', 'Gary Merrill']",Francis D. Lyon,"['Scott Brady', 'Sheree North', 'Gary Merrill', 'Wende Wagner', 'Mike Road', 'John Howard', 'William Thourlby', 'Biff Elliot', 'Glenn Sipes', 'Richard Niles']",,,,,"May 24, 1966",['United States'],"Hollywood, California, USA","['Harold Goldman Associates', 'Television Enterprises Corporation', 'United Pictures']",,"['Sci-Fi', 'Thriller']",['English']
154. War Between the Planets,1966,1h 20m,G,4.1,652,,Scientists try to prevent a collision between Earth and a planet that is heading for it.,https://www.imdb.com/title/tt0059588/?ref_=sr_i_154,"['Ivan Reiner', 'Renato Moretti']",Antonio Margheriti,"['Giacomo Rossi Stuart', 'Ombretta Colli', 'Enzo Fiermonte', 'Halina Zalewska', 'Goffredo Unger', 'Peter Martell', 'John Bartha', 'Marco Bogliani', 'Vera Dolen', 'Renato Montalbano']",,,,,"July 29, 1966",['Italy'],,['Mercury Film International'],,['Sci-Fi'],['Italian']
155. Lord Love a Duck,1966,1h 45m,Not Rated,6.3,1.8K,,"A bright satirical comedy about an innocent high school girl granted her wishes by a student prodigy. A broad satire of teenage culture in the sixties, its targets ranging from progressive education to beach movies.",https://www.imdb.com/title/tt0060636/?ref_=sr_i_155,"['Roddy McDowall', 'Tuesday Weld', 'Lola Albright']",George Axelrod,"['Roddy McDowall', 'Tuesday Weld', 'Lola Albright', 'Martin West', 'Ruth Gordon', 'Harvey Korman', 'Sarah Marshall', 'Lynn Carey', 'Donald Murphy', 'Max Showalter']","$800,000 (estimated)",,,,"July 29, 1966",['United States'],"Newport Beach, California, USA",['George Axelrod Productions'],1 win & 1 nomination total,"['Dark Comedy', 'Satire', 'Comedy', 'Drama', 'Romance']",['English']
156. Modesty Blaise,1966,1h 59m,,5.0,3.3K,,"Stylish ex-con Modesty Blaise and her partner Willie Garvin are tasked by the British Secret Service with preventing her rival Gabriel from stealing diamonds that are to be delivered to her adoptive father, a Sheikh.",https://www.imdb.com/title/tt0060708/?ref_=sr_i_156,"['Evan Jones', ""Peter O'Donnell"", 'Jim Holdaway']",Joseph Losey,"['Monica Vitti', 'Terence Stamp', 'Dirk Bogarde', 'Harry Andrews', 'Clive Revill', 'Alexander Knox', 'Rossella Falk', 'Scilla Gabel', 'Michael Chow', 'Joe Melia']","£1,000,000 (estimated)",,$170,,"July 4, 1966",['United Kingdom'],"Castello di Sant'Alessio Siculo, Sicily, Italy","['Modesty Blaise Ltd.', 'Twentieth Century-Fox Productions']",2 nominations total,"['Action', 'Adventure', 'Comedy', 'Crime', 'Musical']","['English', 'French', 'Italian', 'Arabic', 'German', 'Dutch']"
157. The Deadly Bees,1966,1h 24m,Approved,4.2,2.3K,,"Trouble strikes when an exhausted pop singer, sent on a vacation to a farm, realizes that the farm's owner raises deadly bees.",https://www.imdb.com/title/tt0061557/?ref_=sr_i_157,"['Suzanna Leigh', 'Frank Finlay', 'Guy Doleman']",Freddie Francis,"['Suzanna Leigh', 'Frank Finlay', 'Guy Doleman', 'Catherine Finn', 'John Harvey', 'Michael Ripper', 'Anthony Bailey', 'Tim Barrett', 'James Cossins', 'Frank Forsyth']",,,,,"August 11, 1967",['United Kingdom'],"Twickenham Film Studios, St Margarets, Twickenham, Middlesex, England, UK",['Amicus Productions'],,"['Drama', 'Horror', 'Mystery', 'Thriller']",['English']
158. Way... Way Out,1966,1h 41m,Not Rated,5.3,1.1K,,"In a futuristic world, the USA decides to send a married couple of astronauts to its moon base in order to prevent any improper contact with the Soviet female cosmonauts manning the USSR moon base.",https://www.imdb.com/title/tt0061173/?ref_=sr_i_158,"['Jerry Lewis', 'Connie Stevens', 'Robert Morley']",Gordon Douglas,"['Jerry Lewis', 'Connie Stevens', 'Robert Morley', 'Dennis Weaver', 'Howard Morris', 'Brian Keith', 'Dick Shawn', 'Anita Ekberg', ""William O'Connell"", 'Bobo Lewis']","$2,955,000 (estimated)",,,,"October 26, 1966",['United States'],"Stage 18, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA","['Coldwater', 'Way Out Company']",,"['Space Sci-Fi', 'Comedy', 'Sci-Fi']",['English']
159. The Diabolical Dr. Z,1966,1h 26m,Unrated,6.6,1.2K,,"Woman seeks to avenge her father's death by using a local dancer, with long poisonous fingernails, to do her bidding.",https://www.imdb.com/title/tt0060701/?ref_=sr_i_159,"['Jesús Franco', 'Jean-Claude Carrière']",Jesús Franco,"['Estella Blain', 'Mabel Karr', 'Howard Vernon', 'Fernando Montes', 'Marcelo Arroita-Jáuregui', 'Cris Huerta', 'Alberto Bourbón', 'Guy Mairesse', 'Francisco Camoiras', 'Mer Casas']",,,,,"February 15, 1967","['France', 'Spain']",,"['Spéva Films', 'Ciné-Alliance', 'Hesperia Films S.A.']",,"['Horror', 'Sci-Fi']","['French', 'Spanish']"
160. That Riviera Touch,1966,1h 38m,,5.8,752,,"Two friends decide to have a holiday in the south of France. Arriving at a deserted villa, they soon become involved with a gang of jewel thieves and a beautiful woman.",https://www.imdb.com/title/tt0061085/?ref_=sr_i_160,"['Eric Morecambe', 'Ernie Wise', 'Suzanne Lloyd']",Cliff Owen,"['Eric Morecambe', 'Ernie Wise', 'Suzanne Lloyd', 'Paul Stassino', 'Armand Mestral', 'Gerald Lawson', 'George Eugeniou', 'George Pastell', 'Alexandra Bastedo', 'Nicole Shelby']",,,,,June 1968,['United Kingdom'],"Palais de Justice - Place du Palais de Justice, Nice, Alpes-Maritimes, France",['The Rank Organisation'],,['Comedy'],['English']
161. The Creatures,1966,1h 32m,Not Rated,6.4,1.4K,,"A young mute woman, living in a small village, is expecting a baby. Her husband is at the same time writing a novel and using the villagers as his characters. In the creative process, reality and imagination are constantly intertwined.",https://www.imdb.com/title/tt0060263/?ref_=sr_i_161,"['Catherine Deneuve', 'Michel Piccoli', 'Eva Dahlbeck']",Agnès Varda,"['Catherine Deneuve', 'Michel Piccoli', 'Eva Dahlbeck', 'Marie-France Mignal', 'Britta Pettersson', 'Ursula Kubler', 'Jeanne Allard', 'Joëlle Gozzi', 'Bernard Lajarrige', 'Lucien Bodard']","SEK1,340,000 (estimated)",,,,"December 9, 1969","['France', 'Sweden']","Noirmoutier-en-l'Île, Île de Noirmoutier, Vendée, France","['Parc Film', 'Madeleine Films', 'Sandrews']",2 nominations total,"['Drama', 'Fantasy']",['French']
162. Angelique and the King,1966,1h 40m,TV-MA,6.6,1.9K,,"In the third of the Angélique series, the heroine is sent on a mission by King Louis XIV, and later finds herself the subject of rumors.",https://www.imdb.com/title/tt0058909/?ref_=sr_i_162,"['Anne Golon', 'Serge Golon', 'Alain Decaux']",Bernard Borderie,"['Michèle Mercier', 'Robert Hossein', 'Jean Rochefort', 'Jacques Toja', 'Sami Frey', 'Estella Blain', 'Fred Williams', 'Pasquale Martino', 'Jean Parédès', 'René Lefèvre']",,,,,"January 31, 1966","['France', 'Italy', 'West Germany']","Senlis, Oise, France","['Films Borderie', 'Fono Roma', 'Francos Films']",1 win total,"['Adventure', 'History', 'Romance']",['French']
163. Winnetou and the Crossbreed,1966,1h 30m,G,5.7,1.8K,,"On her b-day, settler's daughter Apanatschi receives her father's secret gold mine but greedy neighboring prospectors resort to murder and kidnapping in order to get the gold, forcing the girl and her brother to seek Winnetou's protection.",https://www.imdb.com/title/tt0061197/?ref_=sr_i_163,"['Lex Barker', 'Pierre Brice', 'Götz George']",Harald Philipp,"['Lex Barker', 'Pierre Brice', 'Götz George', 'Uschi Glas', 'Walter Barnes', 'Ralf Wolter', 'Miha Baloh', 'Marija Crnobori', 'Ilija Dzuvalekovski', 'Marinko Cosic']","DEM3,500,000 (estimated)",,,,"June 1, 1973","['West Germany', 'Italy', 'Yugoslavia']","Tulove Grede Mountain, Croatia","['Jadran Film', 'Rialto Film']",,"['Adventure', 'Western']",['German']
164. Misunderstood,1966,1h 44m,,7.6,1.4K,,A study of bitter relationships between a widower and his two sons.,https://www.imdb.com/title/tt0060538/?ref_=sr_i_164,"['Florence Montgomery', 'Leonardo Benvenuti', 'Piero De Bernardi']",Luigi Comencini,"['Anthony Quayle', 'Stefano Colagrande', 'Simone Giannozzi', 'John Sharp', 'Adriana Facchetti', 'Anna Maria Nardini', 'Silla Bettini', 'Rino Benini', 'Giorgia Moll', 'Graziella Granata']",,,,,"January 21, 1967",['Italy'],"Florence, Tuscany, Italy","['Rizzoli Film', 'Istituto Luce']",3 wins & 2 nominations total,['Drama'],['Italian']
165. Psycho-Circus,1966,1h 31m,Not Rated,5.4,1.5K,,A circus becomes the location for stolen loot and murder.,https://www.imdb.com/title/tt0060865/?ref_=sr_i_165,"['Christopher Lee', 'Leo Genn', 'Anthony Newlands']",Werner Jacobs,"['Christopher Lee', 'Leo Genn', 'Anthony Newlands', 'Heinz Drache', 'Eddi Arent', 'Klaus Kinski', 'Margaret Lee', 'Suzy Kendall', 'Cecil Parker', 'Victor Maddern']",,,,,May 1967,"['United Kingdom', 'West Germany']","Bray Studios, Down Place, Oakley Green, Berkshire, England, UK","['Circus Films', 'Proudweeks']",,"['Crime', 'Mystery', 'Thriller']",['English']
166. Venom,1966,1h 36m,,5.8,83,,An amoral young man is invited to the ordinary family house where he seduces the daughter and tries to seduce the mother but is thrashed and thrown out.,https://www.imdb.com/title/tt0125764/?ref_=sr_i_166,"['Søren Strømberg', 'Sisse Reingaard', 'Poul Reichhardt']",Knud Leif Thomsen,"['Søren Strømberg', 'Sisse Reingaard', 'Poul Reichhardt', 'Astrid Villaume', 'Judy Gringer', 'Grethe Mogensen', 'Karl Stegger', 'Per Goldschmidt', 'Jess Kølpin', 'Vic Salomonsen']",,,,,"January 10, 1968",['Denmark'],,"['ASA Film', 'Nordisk Film']",,['Drama'],['Danish']
167. Mamta,1966,2h 30m,,7.0,147,,"Monish Rai comes from a wealthy family, and is in love with Deviyani, who is poor. Monish has to travel abroad to further his education in law, but promises to stay in touch with Deviyani. After his departure, financial problems surround Deviyani and her dad. She approaches Monish's mom for assistance, but is refused. In desperation, her father gets her married to a much older man, who is also alcoholic and frequents courtesans. Deviyani gets pregnant and gives birth to a baby girl, Suparna. Unhappy with her marriage and her circumstances, she runs away. She approaches a nun, Mother Mary, in a monastery and leaves Suparna in her care and disappears forever. When Monish returns he runs into Deviyani, but is told that the person he has seen is a Lucknow based prostitute, Pannabai. Is Deviyani still alive? Who is Pannabai? What happened to Suparna?",https://www.imdb.com/title/tt0060659/?ref_=sr_i_167,"['Ashok Kumar', 'Dharmendra', 'Suchitra Sen']",Asit Sen,"['Ashok Kumar', 'Dharmendra', 'Suchitra Sen', 'Kalipada Chakraborty', 'David Abraham', 'Pahadi Sanyal', 'Bipin Gupta', 'Asit Kumar Sen', 'Chaman Puri', 'Chhayadevi']","₹1,200,000 (estimated)",,,,"February 27, 1966",['India'],"N.T. Studio, India",,4 nominations total,"['Drama', 'Romance']",['Hindi']
168. Kaleidoscope,1966,1h 43m,Approved,5.9,931,,"Romantic comedy which has Barney Lincoln and Angel McGinnis as a pair of amorous adventurers in the gambling places of London and the Riviera. Barney Lincoln is a rambling gambling man who scores sensational wins at poker and chemin de fer because he has succeeded in marking the original plates for the backs of all the playing cards manufactured in a plant in Geneva and used in all the gambling joints in Europe. In his gambling depredation, Barney is spotted by Angel McGinnis, the daughter of a Scotland Yard Inspector 'Manny' McGinnis on the lookout for a man to do a job. The inspector enlists Barney's help in playing poker with a shady London character whom Scotland Yard wants to force to financial ruin.",https://www.imdb.com/title/tt0060581/?ref_=sr_i_168,"['Warren Beatty', 'Susannah York', 'Clive Revill']",Jack Smight,"['Warren Beatty', 'Susannah York', 'Clive Revill', 'Eric Porter', 'Murray Melvin', 'George Sewell', 'Stanley Meadows', 'John Junkin', 'Larry Taylor', 'Yootha Joyce']",,,,,"September 22, 1966",['United Kingdom'],"23 Back Lane, Hampstead, London, England, UK",['Winkast Film Productions'],1 nomination total,"['Caper', 'Comedy', 'Crime']","['English', 'French', 'Italian', 'German']"
169. Pharaoh,1966,3h,,7.3,2.4K,,Young Pharaoh Ramses XIII clashes with Egypt's clergy over influence on the affairs of the state and its coffers.,https://www.imdb.com/title/tt0060401/?ref_=sr_i_169,"['Jerzy Zelnik', 'Wieslawa Mazurkiewicz', 'Barbara Brylska']",Jerzy Kawalerowicz,"['Jerzy Zelnik', 'Wieslawa Mazurkiewicz', 'Barbara Brylska', 'Krystyna Mikolajewska', 'Ewa Krzyzewska', 'Piotr Pawlowski', 'Leszek Herdegen', 'Stanislaw Milski', 'Kazimierz Opalinski', 'Mieczyslaw Voit']",,,,,"March 11, 1966",['Poland'],"Bukhara, Uzbekistan","['Zespol Filmowy ""Kadr""']",1 win & 2 nominations total,"['Adventure', 'Drama', 'History']",['Polish']
170. Young Törless,1966,1h 27m,Not Rated,7.2,2.8K,,"In a boarding school, a student observes in passive disgust as his two friends manipulate, humiliate and torture a fellow student, justifying their every act.",https://www.imdb.com/title/tt0060574/?ref_=sr_i_170,"['Mathieu Carrière', 'Marian Seidowsky', 'Bernd Tischer']",Volker Schlöndorff,"['Mathieu Carrière', 'Marian Seidowsky', 'Bernd Tischer', 'Fred Dietz', 'Lotte Ledl', 'Jean Launay', 'Barbara Steele', 'Herbert Asmodi', 'Hanna Axmann-Rezzori', 'Fritz Gehlen']",,,,,"July 22, 1968","['West Germany', 'France']","Eggenberg Palace, Graz, Styria, Austria","['Franz Seitz Filmproduktion', 'Nouvelles Éditions de Films (NEF)']",4 wins & 1 nomination total,['Drama'],['German']
171. The Wild World of Batwoman,1966,1h 10m,G,1.8,4.8K,,Batwoman and her bevy of Batmaidens fight evil and dance.,https://www.imdb.com/title/tt0061191/?ref_=sr_i_171,"['Katherine Victor', 'G.J. Mitchell', 'Steve Brodie']",Jerry Warren,"['Katherine Victor', 'G.J. Mitchell', 'Steve Brodie', 'Richard Banks', 'Steve Conte', 'Mel Oshins', 'Bruno VeSota', 'Bob Arbogast', 'The Young Giants', 'Lucki Winn']",,,,,,['United States'],,['A.D.P. Pictures'],,"['Comedy', 'Music', 'Sci-Fi']",['English']
172. The Treasure of San Gennaro,1966,1h 44m,,6.9,1.9K,,An American gangster in Italy enlists a local gang to help him steal the treasure of Naples' patron saint.,https://www.imdb.com/title/tt0062080/?ref_=sr_i_172,"['Ennio De Concini', 'Dino Risi', 'Adriano Baracco']",Dino Risi,"['Nino Manfredi', 'Senta Berger', 'Mario Adorf', 'Harry Guardino', 'Pinuccio Ardia', 'Vittoria Crispo', 'Giovanni Drudi', 'Giovanni Ivan Scratuglia', 'Ugo Fangareggi', 'Jean Louis']",,,,,"February 26, 1968","['Italy', 'France', 'West Germany']","Fiumicino Airport, Fiumicino, Lazio, Italy","['Ultra Film', 'Societé Cinématographique Lyre', 'Roxy Film']",1 win & 1 nomination total,"['Comedy', 'Crime']","['Italian', 'English']"
173. The Daydreamer,1966,1h 41m,Unrated,6.1,485,,"An anthology of fairytales by Hans Christian Andersen: ""The Little Mermaid"", ""The Emperor's New Clothes"", ""Thumbelina"", and ""The Garden of Paradise"".",https://www.imdb.com/title/tt0060283/?ref_=sr_i_173,"['Hans Christian Andersen', 'Romeo Muller', 'Arthur Rankin Jr.']",Jules Bass,"['Tallulah Bankhead', 'Victor Borge', 'Patty Duke', 'Jack Gilford', 'Sessue Hayakawa', 'Margaret Hamilton', 'Burl Ives', 'Boris Karloff', 'Hayley Mills', ""Paul O'Keefe""]",,,,,"June 22, 1966","['United States', 'Japan', 'Canada']","Flushing Meadows Corona Park, Queens, New York, USA",['Videocraft International'],,"['Fairy Tale', 'Stop Motion Animation', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical']",['English']
174. The Third Eye,1966,1h 38m,Not Rated,6.2,630,,"A young count living with his domineering mother spirals into madness after his mother and fiancée are killed by his jealous, lovesick servant.",https://www.imdb.com/title/tt0166377/?ref_=sr_i_174,"['Gilles De Reys', 'Mino Guerrini', 'Piero Regnoli']",Mino Guerrini,"['Franco Nero', 'Gioia Pascal', 'Erika Blanc', 'Olga Solbelli', 'Marina Morgan', 'Gara Granda', 'Richard Hillock', 'Luciano Foti']",,,,,"June 11, 1966",['Italy'],,"[""Panda Societa per L'Industria Cinematografica""]",,"['Drama', 'Horror', 'Thriller']",['Italian']
