Title,Year,Duration,MPA,IMBD_Rating,Votes,méta_score,description,Movie Link,writers,director,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
71. The Stunt Man,1980,2h 11m,R,7.0,11K,75.0,"A fugitive stumbles onto a movie set just when they need a new stunt man, takes the job as a way to hide out and falls for the leading lady while facing off with his manipulative director.",https://www.imdb.com/title/tt0081568/?ref_=sr_i_71,"[""Peter O'Toole"", 'Steve Railsback', 'Barbara Hershey']",Richard Rush,"[""Peter O'Toole"", 'Steve Railsback', 'Barbara Hershey', 'Allen Garfield', 'Alex Rocco', 'Sharon Farrell', 'Adam Roarke', 'Philip Bruns', 'Charles Bail', 'John Garwood']","$3,500,000 (estimated)",,"$7,063,886","$7,063,886","June 27, 1980",['United States'],"Hotel del Coronado - 1500 Orange Avenue, Coronado, California, USA",['Melvin Simon Productions'],4 wins & 11 nominations total,"['Psychological Thriller', 'Satire', 'Workplace Drama', 'Action', 'Comedy', 'Drama', 'Romance', 'Thriller']",['English']
72. La Cage aux Folles II,1980,1h 42m,R,5.8,2.3K,,The titular gay couple become involved with local cops and foreign spies when one of them unwittingly obtains a roll of stolen microfilm.,https://www.imdb.com/title/tt0080489/?ref_=sr_i_72,"['Jean Poiret', 'Francis Veber', 'Marcello Danon']",Édouard Molinaro,"['Michel Serrault', 'Ugo Tognazzi', 'Marcel Bozzuffi', 'Michel Galabru', 'Paola Borboni', 'Benny Luke', 'Giovanni Vettorazzo', 'Glauco Onorato', 'Roberto Bisacco', 'Gianrico Tondinelli']",,,"$6,950,125","$6,950,125","February 15, 1981","['France', 'Italy']","Via Marcello Malpighi 9, Rome, Lazio, Italy","['Da.Ma. Cinematografica', 'Les Productions Artistes Associés']",1 nomination total,['Comedy'],['French']
73. Where the Buffalo Roam,1980,1h 39m,R,6.5,13K,,Semi-biographical film based on the experiences of gonzo journalist Hunter S. Thompson.,https://www.imdb.com/title/tt0081748/?ref_=sr_i_73,"['Peter Boyle', 'Bill Murray', 'Bruno Kirby']",Art Linson,"['Peter Boyle', 'Bill Murray', 'Bruno Kirby', 'Rene Auberjonois', 'R.G. Armstrong', 'Danny Goldman', 'Rafael Campos', 'Leonard Frey', 'Leonard Gaines', 'Otis Day']",,"$1,750,593","$6,659,377","$6,659,377","April 25, 1980",['United States'],"San Francisco, California, USA",['Universal Pictures'],,"['Biography', 'Comedy']",['English']
74. The Gong Show Movie,1980,1h 29m,R,4.4,951,,"A week in the life of ""The Gong Show"" host and creator Chuck Barris who lives through a series of outrageous competitors, stressful situations, a nervous breakdown and other comical characters involved in his life and work on the TV show.",https://www.imdb.com/title/tt0080808/?ref_=sr_i_74,"['Chuck Barris', 'Robin Altman', ""Brian O'Mullin""]",Chuck Barris,"['Chuck Barris', 'Robin Altman', ""Brian O'Mullin"", 'Jack Bernardi', 'Satisfaction', 'William Tregoe', 'Harvey Alpert', 'Mabel King', 'Lillie Shelton', 'James B. Douglas']",,"$1,476,425","$6,621,520","$6,621,520","May 23, 1980",['United States'],"Pismo Beach, California, USA","['Chuck Barris Productions', 'Universal Pictures']",,"['Dark Comedy', 'Comedy']",['English']
75. Motel Hell,1980,1h 41m,R,6.0,14K,64.0,"A seemingly friendly farmer and his sister kidnap unsuspecting travelers and bury them alive, using them to create the ""special meat"" they are famous for.",https://www.imdb.com/title/tt0081184/?ref_=sr_i_75,"['Rory Calhoun', 'Paul Linke', 'Nancy Parsons']",Kevin Connor,"['Rory Calhoun', 'Paul Linke', 'Nancy Parsons', 'Nina Axelrod', 'Wolfman Jack', 'Elaine Joyce', 'Dick Curtis', 'Monique St. Pierre', 'Rosanne Katon', 'E. Hampton Beagle']","$3,000,000 (estimated)","$1,924,776","$6,342,668","$6,342,668","October 24, 1980",['United States'],"Sable Ranch - 25933 Sand Canyon Road, Santa Clarita, California, USA",['Camp Hill'],1 nomination total,"['Dark Comedy', 'Parody', 'Comedy', 'Horror', 'Thriller']",['English']
76. Little Miss Marker,1980,1h 43m,PG,6.3,1.8K,,A gruff bookie's life is turned upside-down when he gets a 6-year-old kid as collateral for a bet.,https://www.imdb.com/title/tt0081063/?ref_=sr_i_76,"['Walter Matthau', 'Julie Andrews', 'Tony Curtis']",Walter Bernstein,"['Walter Matthau', 'Julie Andrews', 'Tony Curtis', 'Bob Newhart', 'Lee Grant', 'Brian Dennehy', 'Kenneth McMillan', 'Andrew Rubin', 'Sara Stimson', 'Joshua Shelley']",,"$853,173","$6,321,392","$6,321,392","March 21, 1980",['United States'],"Racetrack, Sonoma County Fair Grounds, Santa Rosa, California, USA",['Universal Pictures'],1 nomination total,"['Comedy', 'Drama', 'Romance']",['English']
77. Oh Heavenly Dog,1980,1h 43m,PG,5.4,2.8K,41.0,A murdered detective must avenge his murder after he is reincarnated as a dog.,https://www.imdb.com/title/tt0081269/?ref_=sr_i_77,"['Rod Browning', 'Joe Camp']",Joe Camp,"['Chevy Chase', 'Jane Seymour', 'Benjean', 'Omar Sharif', 'Robert Morley', 'Stuart Germain', 'Alan Sues', 'John Stride', 'Donnelly Rhodes', 'Barbara Leigh-Hunt']","$6,000,000 (estimated)","$323,320","$6,216,067","$6,216,067","July 11, 1980",['United States'],"Montréal, Québec, Canada","['Mulberry Square Productions', 'Twentieth Century Fox']",,"['Body Swap Comedy', 'Comedy', 'Crime', 'Fantasy', 'Mystery']",['English']
78. The Dogs of War,1980,1h 42m,R,6.3,10K,56.0,"Mercenary James Shannon, on a reconnaissance job to the African nation of Zangaro, is tortured and deported. He returns to lead a coup.",https://www.imdb.com/title/tt0080641/?ref_=sr_i_78,"['Christopher Walken', 'Tom Berenger', 'Colin Blakely']",John Irvin,"['Christopher Walken', 'Tom Berenger', 'Colin Blakely', 'Hugh Millais', 'Paul Freeman', 'Jean-François Stévenin', 'JoBeth Williams', 'Robert Urquhart', 'Winston Ntshona', 'Pedro Armendáriz Jr.']",,,"$5,484,132","$5,484,132","February 13, 1981",['United Kingdom'],"Belize City, Belize",['Juniper Films'],,"['Action', 'Adventure', 'Drama', 'War']","['English', 'French']"
79. Divine Madness,1980,1h 35m,R,6.9,998,,"Movie comedy queen Bette Midler reigns supreme in this rocking, rolling concert movie bash. The Divine Miss M at her trashiest, flashiest, heavenly best!",https://www.imdb.com/title/tt0080634/?ref_=sr_i_79,"['Bette Midler', 'Jocelyn Brown', 'Ula Hedwig']",Michael Ritchie,"['Bette Midler', 'Jocelyn Brown', 'Ula Hedwig', 'Diva Gray', 'Irving Sudrow', 'Tony Berg', 'Jon Bonine', 'Joey Carbone', 'Randy Kerber']",,"$769,787","$5,318,098","$5,318,098","September 26, 1980",['United States'],"Pasadena Civic Auditorium - 300 E. Green Street, Pasadena, California, USA",['The Ladd Company'],1 nomination total,"['Stand-Up', 'Comedy', 'Documentary', 'Music']",['English']
80. In God We Trust (or Gimme That Prime Time Religion),1980,1h 37m,PG,5.4,1.3K,,"Raised in a Trappist monastery, the innocent Brother Ambrose sets out to find money to save the bankrupt monastery. His education in worldliness is provided by a hooker. He eventually petitions G. O. D. For the cash.",https://www.imdb.com/title/tt0080917/?ref_=sr_i_80,"['Marty Feldman', 'Peter Boyle', 'Louise Lasser']",Marty Feldman,"['Marty Feldman', 'Peter Boyle', 'Louise Lasser', 'Richard Pryor', 'Andy Kaufman', 'Wilfrid Hyde-White', 'Severn Darden', 'Eddie Parks', 'Stephanie Ross', 'Richard A. Roth']",,"$2,008,150","$5,215,015","$5,215,015","September 26, 1980",['United States'],"San Diego, California, USA",['Universal Pictures'],,"['Parody', 'Satire', 'Comedy']",['English']
81. The Watcher in the Woods,1980,1h 24m,PG,6.1,7.4K,52.0,"When a family moves to a country home, the young girls experience strange happenings that have a link to an occult event years past.",https://www.imdb.com/title/tt0081738/?ref_=sr_i_81,"['Brian Clemens', 'Harry Spalding', 'Rosemary Anne Sisson']",John Hough,"['Bette Davis', 'Lynn-Holly Johnson', 'Kyle Richards', 'Carroll Baker', 'David McCallum', 'Benedict Taylor', 'Frances Cuka', 'Richard Pasco', 'Ian Bannen', 'Katharine Levy']",,,"$5,000,000","$5,000,000","October 9, 1981","['United Kingdom', 'United States']","Ettington Park, Warwickshire, England, UK",['Walt Disney Productions'],1 win & 4 nominations total,"['Family', 'Horror', 'Mystery', 'Thriller']",['English']
82. He Knows You're Alone,1980,1h 34m,R,5.0,4.4K,41.0,"A young bride-to-be is being stalked upon by a serial killer in Staten Island. She gets help from a former lover, but will they manage to escape?",https://www.imdb.com/title/tt0080850/?ref_=sr_i_82,"['Don Scardino', ""Caitlin O'Heaney"", 'Elizabeth Kemp']",Armand Mastroianni,"['Don Scardino', ""Caitlin O'Heaney"", 'Elizabeth Kemp', 'Tom Rolfing', 'Lewis Arlt', 'Patsy Pease', 'James Rebhorn', 'Tom Hanks', 'Dana Barron', 'Joseph Leon']","$250,000 (estimated)","$748,824","$4,875,436","$4,875,436","August 29, 1980",['United States'],"Staten Island, New York City, New York, USA",['Metro-Goldwyn-Mayer (MGM)'],,"['Slasher Horror', 'Horror', 'Thriller']",['English']
83. Coast to Coast,1980,1h 35m,PG,5.2,494,,"A wealthy neurotic woman escapes from a New York mental asylum, and hitches a ride back to California with a moody down-on-his-luck cowboy trucker. They fall in love with each other while on the run from bounty hunters and a repo man.",https://www.imdb.com/title/tt0080550/?ref_=sr_i_83,"['Dyan Cannon', 'Robert Blake', 'Quinn K. Redeker']",Joseph Sargent,"['Dyan Cannon', 'Robert Blake', 'Quinn K. Redeker', 'Michael Lerner', 'Maxine Stuart', 'William Lucking', 'Ellen Gerstein', 'Patricia Conklin', 'David Moody', 'Rozelle Gayle']",,,"$4,495,445","$4,495,445","October 3, 1980",['United States'],"Stockton, California, USA",['Paramount Pictures'],2 nominations total,"['Comedy', 'Drama', 'Romance']",['English']
84. Willie & Phil,1980,1h 55m,R,5.9,553,,"Remake of Jules et Jim following the experiences over a decade of two friends who fall in love with the same woman, enjoyably satirising the 70's through the search by the three protagonists for their identities and making sharp attacks on cultural signposts of the decade along the way. The film also studies relationships, what its director calls ""wanting something permanent yet wanting to be free"".",https://www.imdb.com/title/tt0081758/?ref_=sr_i_84,"['Paul Mazursky', 'Henri-Pierre Roché', 'François Truffaut']",Paul Mazursky,"['Michael Ontkean', 'Margot Kidder', 'Ray Sharkey', 'Jan Miner', 'Tom Brennan', 'Julie Bovasso', 'Louis Guss', 'Kathleen Maguire', 'Kaki Hunter', 'Kristine DeBell']","$5,500,000 (estimated)",,"$4,400,000","$4,400,000","August 15, 1980",['United States'],"Bleecker Street, Manhattan, New York City, New York, USA",['Twentieth Century Fox'],,"['Comedy', 'Drama', 'Romance']",['English']
85. Melvin and Howard,1980,1h 35m,R,6.8,5.5K,,"The story of hard-luck Melvin E. Dummar, who claimed to have received a will naming him an heir to the fortune of Howard Hughes.",https://www.imdb.com/title/tt0081150/?ref_=sr_i_85,"['Paul Le Mat', 'Jason Robards', 'Elizabeth Cheshire']",Jonathan Demme,"['Paul Le Mat', 'Jason Robards', 'Elizabeth Cheshire', 'Mary Steenburgen', 'Chip Taylor', 'Melvin E. Dummar', 'Michael J. Pollard', 'Denise Galik', 'Gene Borkan', 'Lesley Margret Burton']","$7,000,000 (estimated)",,"$4,309,490","$4,309,490","September 19, 1980",['United States'],"Las Vegas, Nevada, USA",['Universal Pictures'],17 wins & 9 nominations total,"['Comedy', 'Drama']",['English']
86. Roadie,1980,1h 46m,PG,5.3,1.5K,,"A young Texas good ol' boy has a knack with electronic equipment, and that talent gets him a job as a roadie with a raucous travelling rock-and-roll show.",https://www.imdb.com/title/tt0081433/?ref_=sr_i_86,"['Big Boy Medlin', 'Michael Ventura', 'Zalman King']",Alan Rudolph,"['Meat Loaf', 'Kaki Hunter', 'Art Carney', 'Gailard Sartain', 'Don Cornelius', 'Rhonda Bates', 'Joe Spano', 'Richard Marion', 'Sonny Carl Davis', 'Ginger Varney']","$4,700,000 (estimated)","$1,002,263","$4,226,370","$4,226,370","June 13, 1980",['United States'],"Soap Creek Saloon, Austin, Texas, USA","['Alive Enterprises', 'Vivant Productions']",1 win & 1 nomination total,"['Comedy', 'Music']",['English']
87. Gloria,1980,2h 3m,PG,7.1,12K,68.0,"When a young boy's family is killed by the mob, their tough neighbor Gloria becomes his reluctant guardian. In possession of a book that the gangsters want, the pair go on the run in New York.",https://www.imdb.com/title/tt0080798/?ref_=sr_i_87,"['Gena Rowlands', 'Buck Henry', 'Julie Carmen']",John Cassavetes,"['Gena Rowlands', 'Buck Henry', 'Julie Carmen', 'Tony Knesich', 'Gregory Cleghorne', 'John Adames', 'Lupe Garnica', 'Jessica Castillo', 'Tom Noonan', 'Ronald Maccone']",,"$33,767","$4,062,212","$4,059,673","October 1, 1980",['United States'],"Trinity Church Cemetery - 770 Riverside Drive, Manhattan, New York City, New York, USA",['Columbia Pictures'],4 wins & 5 nominations total,"['Crime', 'Drama', 'Thriller']",['English']
88. Kagemusha: The Shadow Warrior,1980,2h 42m,PG,7.9,39K,84.0,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,https://www.imdb.com/title/tt0080979/?ref_=sr_i_88,"['Tatsuya Nakadai', 'Tsutomu Yamazaki', ""Ken'ichi Hagiwara""]",Akira Kurosawa,"['Tatsuya Nakadai', 'Tsutomu Yamazaki', ""Ken'ichi Hagiwara"", 'Jinpachi Nezu', 'Hideji Ôtaki', 'Daisuke Ryû', 'Masayuki Yui', 'Kaori Momoi', 'Mitsuko Baishô', 'Hideo Murota']","$6,000,000 (estimated)",,"$4,018,532","$4,000,000","October 10, 1980","['Japan', 'United States']","Himeji Castle, Himeji, Japan","['Kurosawa Production Co.', 'Toho', 'Twentieth Century Fox']",20 wins & 5 nominations total,"['Epic', 'Historical Epic', 'Period Drama', 'Tragedy', 'War Epic', 'Drama', 'History', 'War']",['Japanese']
89. Resurrection,1980,1h 43m,PG,7.1,3.5K,,A woman enters the afterlife briefly after a car crash that kills her husband. But she survives - and finds herself possessing strange powers.,https://www.imdb.com/title/tt0081414/?ref_=sr_i_89,"['Ellen Burstyn', 'Sam Shepard', 'Richard Farnsworth']",Daniel Petrie,"['Ellen Burstyn', 'Sam Shepard', 'Richard Farnsworth', 'Roberts Blossom', 'Clifford David', 'Pamela Payton-Wright', 'Jeffrey DeMunn', 'Eva Le Gallienne', 'Lois Smith', 'Madeleine Sherwood']","$6,000,000 (estimated)","$308,068","$3,910,019","$3,910,019","September 26, 1980",['United States'],"Shiner, Texas, USA",['Universal Pictures'],3 wins & 9 nominations total,"['Drama', 'Fantasy']",['English']
90. Hide in Plain Sight,1980,1h 32m,PG,6.4,1.1K,,"A divorced factory worker in 1967 Buffalo fights for custody of his children after his ex-wife marries a low-level mobster who enters the witness protection program, battling with government officials who seem to have little sympathy.",https://www.imdb.com/title/tt0080868/?ref_=sr_i_90,"['James Caan', 'Jill Eikenberry', 'Robert Viharo']",James Caan,"['James Caan', 'Jill Eikenberry', 'Robert Viharo', 'Joe Grifasi', 'Barbra Rae', 'Kenneth McMillan', 'Josef Sommer', 'Danny Aiello', 'Thomas Hill', 'Chuck Hicks']",,"$810,109","$3,806,930","$3,806,930","March 21, 1980",['United States'],"Buffalo, New York, USA",['Metro-Goldwyn-Mayer (MGM)'],,['Drama'],['English']
91. When Time Ran Out...,1980,2h 1m,PG,4.6,3.4K,25.0,An active volcano threatens a south Pacific island resort and its guests as a power struggle ensues between the property's developer and a drilling foreman.,https://www.imdb.com/title/tt0081747/?ref_=sr_i_91,"['Gordon Thomas', 'Max Morgan Witts', 'Carl Foreman']",James Goldstone,"['Paul Newman', 'Jacqueline Bisset', 'William Holden', 'Edward Albert', 'Red Buttons', 'Barbara Carrera', 'Valentina Cortese', 'Veronica Hamel', 'Alex Karras', 'Burgess Meredith']","$20,000,000 (estimated)","$1,400,994","$3,763,988","$3,763,988","March 28, 1980",['United States'],"Sheraton Keauhou Bay Resort and Spa - 78-128 Ehukai Street, Kailua-Kona, Hawaii, USA",['International Cinema'],2 nominations total,"['Action', 'Adventure', 'Drama', 'Thriller']",['English']
92. Heaven's Gate,1980,3h 39m,R,6.7,18K,57.0,"During the Johnson County War in 1890 Wyoming, a sheriff born into wealth does his best to protect immigrant farmers from rich cattle interests.",https://www.imdb.com/title/tt0080855/?ref_=sr_i_92,"['Kris Kristofferson', 'Christopher Walken', 'John Hurt']",Michael Cimino,"['Kris Kristofferson', 'Christopher Walken', 'John Hurt', 'Sam Waterston', 'Brad Dourif', 'Isabelle Huppert', 'Joseph Cotten', 'Jeff Bridges', 'Ronnie Hawkins', 'Paul Koslo']","$44,000,000 (estimated)",,"$3,484,523","$3,484,331","April 24, 1981",['United States'],"Kalispell, Montana, USA",['Partisan Productions'],2 wins & 9 nominations total,"['Costume Drama', 'Epic', 'Period Drama', 'Western Epic', 'Adventure', 'Drama', 'Western']","['English', 'Serbo-Croatian', 'Russian', 'French', 'Polish', 'German', 'Ukrainian']"
93. The Last Metro,1980,2h 12m,PG,7.3,16K,,"In occupied Paris, an actress married to a Jewish theater owner must keep him hidden from the Germans while doing both of their jobs.",https://www.imdb.com/title/tt0080610/?ref_=sr_i_93,"['François Truffaut', 'Suzanne Schiffman', 'Jean-Claude Grumberg']",François Truffaut,"['Catherine Deneuve', 'Gérard Depardieu', 'Jean Poiret', 'Andréa Ferréol', 'Paulette Dubost', 'Jean-Louis Richard', 'Sabine Haudepin', 'Maurice Risch', 'Heinz Bennent', 'Christian Baltauss']",,"$11,206","$3,007,945","$3,007,945","February 19, 1981",['France'],"Clichy, Hauts-de-Seine, France","['Les Films du Carrosse', 'Sédif Productions', 'TF1 Films Production']",13 wins & 7 nominations total,"['Political Drama', 'Workplace Drama', 'Drama', 'Romance', 'War']","['French', 'German', 'Italian']"
94. North Sea Hijack,1980,1h 35m,PG,6.3,6K,58.0,"When terrorists take over two oil rigs, and threaten to blow them up if their demands are not met, an eccentric anti-terrorism expert volunteers his unique commando unit to stop them.",https://www.imdb.com/title/tt0081809/?ref_=sr_i_94,['Jack Davies'],Andrew V. McLaglen,"['Roger Moore', 'James Mason', 'Anthony Perkins', 'Michael Parks', 'David Hedison', 'Jack Watson', 'George Baker', 'Jeremy Clyde', 'David Wood', 'Faith Brook']",,"$805,511","$2,993,772","$2,993,772","April 18, 1980",['United Kingdom'],"Galway City, County Galway, Ireland","['Cinema Seven Productions', 'Universal Pictures']",1 nomination total,"['Dark Comedy', 'Action', 'Adventure', 'Thriller']",['English']
95. Midnight Madness,1980,1h 52m,PG,6.3,4K,28.0,Leon picks college students to participate in his all night scavenger hunt. Five teams receive clues to solve leading them to the next clue site hidden in the city.,https://www.imdb.com/title/tt0081159/?ref_=sr_i_95,"['David Naughton', 'Debra Clinger', 'Joel Kenney']",Michael Nankin,"['David Naughton', 'Debra Clinger', 'Joel Kenney', 'David Damas', 'Michael J. Fox', 'Stephen Furst', 'Patricia Alice Albrecht', 'Andy Tennant', 'Brian Frishman', 'Sal Lopez']",,,"$2,900,000","$2,900,000","February 8, 1980",['United States'],"Griffith Observatory - 2800 E Observatory Rd, Los Angeles, California, USA",['Walt Disney Productions'],,['Comedy'],['English']
