Company,TotalBudget,TotalGrossWorldWide,Count,AverageGrossPerFilm,AverageBudgetPerFilm,Production-Weight
Strand/New Oz Productions,30375277.25856698,5370293.1240418125,1,5370293.1240418125,30375277.25856698,658114.0956609742
Showtime Australia,30375277.25856698,5370293.1240418125,1,5370293.1240418125,30375277.25856698,658114.0956609742
Gruskoff/Levy Company,30375277.25856698,49294596.17307198,1,49294596.17307198,30375277.25856698,55450291.8919481
ML Film Entertainment International,30375277.25856698,49294596.17307198,1,49294596.17307198,30375277.25856698,55450291.8919481
Black Swan Productions,30375277.25856698,69503.19343065695,1,69503.19343065695,30375277.25856698,110.23378737886016
The Hermitage Bridge Studio,30375277.25856698,14721662.733296275,1,14721662.733296275,30375277.25856698,4945599.4374013785
The State Hermitage Museum,30375277.25856698,14721662.733296275,1,14721662.733296275,30375277.25856698,4945599.4374013785
Compelling Pictures,46852403.0001196,62268802.01760435,1,62268802.01760435,46852403.0001196,57363363.96243975
Dimension Studio,46852403.0001196,62268802.01760435,1,62268802.01760435,46852403.0001196,57363363.96243975
MTM Cineteve,30375277.25856698,41846509.8269904,1,41846509.8269904,30375277.25856698,39959835.71164285
New Visual Entertainment,4471170.652173913,6692825.797695653,1,6692825.797695653,4471170.652173913,6944216.582164134
Top Secret Productions,4471170.652173913,6692825.797695653,1,6692825.797695653,4471170.652173913,6944216.582164134
RSVP Entertainment,42470221.85761448,39457594.24327478,1,39457594.24327478,42470221.85761448,25409852.04906505
Local Boogeyman Productions,30375277.25856698,94344.0,1,94344.0,30375277.25856698,203.1111575916088
Random Lane Productions,30375277.25856698,94344.0,1,94344.0,30375277.25856698,203.1111575916088
Carte Blanche,30375277.25856698,94344.0,1,94344.0,30375277.25856698,203.1111575916088
Christopher Columbus Productions,86871560.94084103,17919585.430092655,1,17919585.430092655,86871560.94084103,2562145.2816382097
Quinto Centenario,86871560.94084103,17919585.430092655,1,17919585.430092655,86871560.94084103,2562145.2816382097
Public Television Playhouse Inc.,30375277.25856698,730333.1060892389,1,730333.1060892389,30375277.25856698,12171.586383973263
Black Rhino Productions,118354680.53094426,901683215.0580724,2,450841607.5290362,59177340.26547213,3773436013.5223594
Crusader Entertainment,124813927.29134664,18200156.254121862,1,18200156.254121862,124813927.29134664,1839554.442896729
Sorcerer Productions,30375277.25856698,123470381.39222798,1,123470381.39222798,30375277.25856698,347881063.91137064
Blue Lake Media Fund,15695703.498928988,36208512.57590028,1,36208512.57590028,15695703.498928988,57898330.93274537
Transatlantic Entertainment,30375277.25856698,662051.0230726644,1,662051.0230726644,30375277.25856698,10002.029527508497
Olla Productions,20593538.79426872,35274023.90423087,1,35274023.90423087,20593538.79426872,41879789.35352441
Stoney Lake Entertainment,20593538.79426872,35274023.90423087,1,35274023.90423087,20593538.79426872,41879789.35352441
2AM,30375277.25856698,14503078.055526132,1,14503078.055526132,30375277.25856698,4799826.940132927
"Trustees of the Imperial War Museum, London",30375277.25856698,26279254.28174443,1,26279254.28174443,30375277.25856698,15759095.40469287
House Productions,30375277.25856698,26279254.28174443,1,26279254.28174443,30375277.25856698,15759095.40469287
First Kiss Productions,37969096.57320872,27557002.080872275,1,27557002.080872275,37969096.57320872,13863061.035005903
CineComic,30375277.25856698,273057.8560981595,1,273057.8560981595,30375277.25856698,1701.4318659305866
Copa del Oro,33981635.68773234,8495408.921933085,1,8495408.921933085,33981635.68773234,1472142.1854854305
Lemodeln Model & Talent Agency,30375277.25856698,7137629.15431588,1,7137629.15431588,30375277.25856698,1162554.0940736707
Munich Film Partners & Company (MFP) BTC Productions,115015272.93844368,71562520.51695703,1,71562520.51695703,115015272.93844368,30863217.806469295
Pine District Pictures,30375277.25856698,11927130.95319564,1,11927130.95319564,30375277.25856698,3246214.2919013686
Aim Productions,3906435.897435898,1570483.8636572203,1,1570483.8636572203,3906435.897435898,437634.66575203964
Vardar Film,3906435.897435898,1570483.8636572203,1,1570483.8636572203,3906435.897435898,437634.66575203964
Lou Yi Inc.,32260667.019587085,38593648.875934355,1,38593648.875934355,32260667.019587085,32002492.252218317
Lemon Studios,30375277.25856698,12639032.566295752,1,12639032.566295752,30375277.25856698,3645296.6462184465
Karma Film Prod,60750554.51713396,15527640.545389283,2,7763820.272694642,30375277.25856698,2180093.641326798
Salamandra Films,30375277.25856698,12639032.566295752,1,12639032.566295752,30375277.25856698,3645296.6462184465
Motown Productions,112160245.398773,98372232.2115644,1,98372232.2115644,112160245.398773,59804183.142415024
Beverly Detroit,56456167.284277394,57251265.29667549,1,57251265.29667549,56456167.284277394,40242434.74357651
AZ Celtic Films,50000000.0,48983306.0,1,48983306.0,50000000.0,33262251.531844035
Kôdansha,30375277.25856698,1927412.0946981627,1,1927412.0946981627,30375277.25856698,84772.37879917349
Manga Entertainment,30375277.25856698,1927412.0946981627,1,1927412.0946981627,30375277.25856698,84772.37879917349
Four Brothers Films,70207834.10138248,144120573.0524731,1,144120573.0524731,70207834.10138248,205065143.51566318
Ventaro Film,30375277.25856698,3269468.0,1,3269468.0,30375277.25856698,243926.72919469836
Raimi Productions,30375277.25856698,3269468.0,1,3269468.0,30375277.25856698,243926.72919469836
Quality Growth International Ltd.,43012704.68661773,110865843.34609826,1,110865843.34609826,43012704.68661773,198072525.33868465
Taylor-Made Productions,59980708.66141732,153138960.57161418,1,153138960.57161418,59980708.66141732,271009963.97832996
Industrial Light & Magic (ILM),50972453.53159851,55898587.19005576,1,55898587.19005576,50972453.53159851,42490474.92363244
PeachTree Films B.V.,30375277.25856698,2122570.691891304,1,2122570.691891304,30375277.25856698,102808.62169539578
Apollo Media,30375277.25856698,2122570.691891304,1,2122570.691891304,30375277.25856698,102808.62169539578
Apollo Films,30375277.25856698,2122570.691891304,1,2122570.691891304,30375277.25856698,102808.62169539578
Notting Hill Films,17277980.121550668,16821341.531744137,1,16821341.531744137,17277980.121550668,11351512.931538975
Ruby Films,154884489.36086544,235029372.88023722,5,47005874.57604744,30976897.87217309,127804474.59454796
Ghana Film Industry Corporation,30375277.25856698,34069.76059859155,1,34069.76059859155,30375277.25856698,26.4876466390485
Werner Herzog Filmproduktion,30375277.25856698,34069.76059859155,1,34069.76059859155,30375277.25856698,26.4876466390485
LaVoo Productions,5081189.549749861,13173475.08938299,1,13173475.08938299,5081189.549749861,23673407.502742864
Mountain High Productions,132709930.31358886,381609809.3206621,1,381609809.3206621,132709930.31358886,760608368.6231816
Oak,15296285.14056225,106232700.30120482,1,106232700.30120482,15296285.14056225,511394357.5610106
Oak Media Development,15296285.14056225,106232700.30120482,1,106232700.30120482,15296285.14056225,511394357.5610106
Hi-Rez Films,5308397.212543555,8449214.821823463,1,8449214.821823463,5308397.212543555,9321692.081758434
Glickmania,75000000.0,276148615.0,1,276148615.0,75000000.0,704774101.2952106
Televisa Films,7962803.906025419,11210237.063268203,1,11210237.063268203,7962803.906025419,10939287.432925962
ECA,67041144.114411436,63107471.46292629,1,63107471.46292629,67041144.114411436,41176137.25524368
Innovisions,67041144.114411436,63107471.46292629,1,63107471.46292629,67041144.114411436,41176137.25524368
Niccol Films,16937298.4991662,33156494.497754306,1,33156494.497754306,16937298.4991662,44990263.39533715
Public Road Productions,30375277.25856698,2388217.530768603,1,2388217.530768603,30375277.25856698,130152.63775379294
National Geographic Studios,30375277.25856698,2388217.530768603,1,2388217.530768603,30375277.25856698,130152.63775379294
Dimitri Villard Productions,30375277.25856698,49273350.70992989,1,49273350.70992989,30375277.25856698,55402505.182789385
Norsk Filminstitutt,30375277.25856698,432029.4669034268,1,432029.4669034268,30375277.25856698,4259.238394430755
Nordic Screen Production AS,30375277.25856698,432029.4669034268,1,432029.4669034268,30375277.25856698,4259.238394430755
Antares-Nova,30375277.25856698,7270666.964096386,1,7270666.964096386,30375277.25856698,1206295.5185601409
EvansGideon,21717890.23521026,45917733.5433357,1,45917733.5433357,21717890.23521026,67292817.81739768
Beginner's Luck,21717890.23521026,45917733.5433357,1,45917733.5433357,21717890.23521026,67292817.81739768
Dino de Laurentiis Communications,21717890.23521026,45917733.5433357,1,45917733.5433357,21717890.23521026,67292817.81739768
Laurel Productions,28258653.225806452,141219887.00706452,1,141219887.00706452,28258653.225806452,489176652.006699
My New Picture,6774774.774774774,760979.0,1,760979.0,6774774.774774774,59248.306789932096
Les Films du Bélier,6774774.774774774,760979.0,1,760979.0,6774774.774774774,59248.306789932096
Colour Yellow Productions,30375277.25856698,8749846.349828655,1,8749846.349828655,30375277.25856698,1747052.9334778124
Y Not Studios,30375277.25856698,8749846.349828655,1,8749846.349828655,30375277.25856698,1747052.9334778124
Suntaur Entertainment Company,12802605.042016806,25626158.803769507,1,25626158.803769507,12802605.042016806,35554464.298633076
Charades,60750554.51713396,847740.1934711154,2,423870.0967355577,30375277.25856698,6498.150412544601
Arsia Production,30375277.25856698,242383.19992581464,1,242383.19992581464,30375277.25856698,1340.6340317432519
Aversano Films,180372680.71446335,333987697.4940566,2,166993848.7470283,90186340.35723168,339707109.9638455
Janet Yang Productions,9346687.116564417,3902187.660380368,1,3902187.660380368,9346687.116564417,1129234.2936983588
Keystone Film Company (II),30375277.25856698,611490.8591767882,1,611490.8591767882,30375277.25856698,8532.673918004291
Silver Mountain Productions Inc.,30375277.25856698,611490.8591767882,1,611490.8591767882,30375277.25856698,8532.673918004291
Ransom Films,48765540.87997191,5923173.672346725,1,5923173.672346725,48765540.87997191,498679.30888103024
Mount Santa Fe,48765540.87997191,5923173.672346725,1,5923173.672346725,48765540.87997191,498679.30888103024
Antena 3 Films,48765540.87997191,5923173.672346725,1,5923173.672346725,48765540.87997191,498679.30888103024
3 Miles Apart Productions Ltd.,60355138.05522209,15379284.766926771,1,15379284.766926771,60355138.05522209,2716336.006210836
Channel 83 Films,30375277.25856698,261942.41469306865,1,261942.41469306865,30375277.25856698,1565.7299667498587
Studiopolis,30375277.25856698,1361454.1741850222,1,1361454.1741850222,30375277.25856698,42297.165628964445
Phi Group,9502025.167846791,9499036.221988846,1,9499036.221988846,9502025.167846791,6582159.047610571
Red Horse Films,2727356.349369016,983769.9999110864,2,491884.9999555432,1363678.174684508,194921.48917039554
One Sock Productions,73157.7430972389,509346.15476590634,1,509346.15476590634,73157.7430972389,2458052.902948602
Parabellum Productions,73157.7430972389,509346.15476590634,1,509346.15476590634,73157.7430972389,2458052.902948602
Q Productions,37969096.57320872,67897004.8498567,1,67897004.8498567,37969096.57320872,84158198.5269287
Interamar,30375277.25856698,44536.96411042944,1,44536.96411042944,30375277.25856698,45.26332251433147
Trenchard Productions,30375277.25856698,44536.96411042944,1,44536.96411042944,30375277.25856698,45.26332251433147
FishCorb Films,8701509.464751957,12506434.668350196,1,12506434.668350196,8701509.464751957,12459422.173475781
Herzog-Cowen Entertainment,41938867.12546321,146319552.1461514,1,146319552.1461514,41938867.12546321,353845349.79326105
Monument Pictures,12743113.382899627,51356250.62046468,1,51356250.62046468,12743113.382899627,143461884.99442926
Katz/Denny Productions,10008459.8540146,1566207.2017883214,1,1566207.2017883214,10008459.8540146,169885.62912886703
DMK Mediafonds International,6045674.603174604,12236341.108938493,1,12236341.108938493,6045674.603174604,17166582.42087456
Beambright,30375277.25856698,304015.1900587372,1,304015.1900587372,30375277.25856698,2109.093229096287
Tokyo Broadcasting System (TBS),30375277.25856698,830125.2796786535,1,830125.2796786535,30375277.25856698,15725.066452751476
SUN-Productions,30375277.25856698,830125.2796786535,1,830125.2796786535,30375277.25856698,15725.066452751476
Navarone Productions,23366717.79141104,33788273.926380366,1,33788273.926380366,23366717.79141104,33865676.88445138
Les Films de l'Etang,30375277.25856698,1674530.0317546013,1,1674530.0317546013,30375277.25856698,63986.90318145506
Hari Om Entertainment,10546165.1096473,1789133.1859455258,1,1789133.1859455258,10546165.1096473,210385.709742011
Construction Film,30375277.25856698,8157265.464720194,1,8157265.464720194,30375277.25856698,1518428.6941767866
SkyLand Entertainment,17003678.790506404,62868711.349064425,1,62868711.349064425,17003678.790506404,161120828.2534253
Bachelor Party Productions,14663233.878729546,112719056.04229066,1,112719056.04229066,14663233.878729546,600606994.7065078
Aspect Ratio Productions,14663233.878729546,112719056.04229066,1,112719056.04229066,14663233.878729546,600606994.7065078
Twin Continental Productions,14663233.878729546,112719056.04229066,1,112719056.04229066,14663233.878729546,600606994.7065078
Carolco International N.V.,12286370.967741935,40679434.63466129,1,40679434.63466129,12286370.967741935,93358024.63866974
Trackform Film Productions,161727769.62168267,94188769.9496104,1,94188769.9496104,161727769.62168267,38022363.93201435
Serprocor Anstalt,73803252.59515572,10301651.99435294,1,10301651.99435294,73803252.59515572,996698.2787393893
Jesus' Son Productions,4572358.943577431,2381407.077034814,1,2381407.077034814,4572358.943577431,859710.8829494165
Longview Entertainment,35116802.69905534,43199666.78296897,1,43199666.78296897,35116802.69905534,36835900.173971556
AVA Films & Entertainment,30375277.25856698,42025750.74660971,1,42025750.74660971,30375277.25856698,40302888.31722351
AVA Films and Entertainment,30375277.25856698,42025750.74660971,1,42025750.74660971,30375277.25856698,40302888.31722351
Latina Pictures,54643975.46291811,90041423.53505448,2,45020711.76752724,27321987.731459055,81499862.15966468
LB Entertainment,30375277.25856698,5668377.029634276,1,5668377.029634276,30375277.25856698,733200.3593954683
Astrakan Film AB,30375277.25856698,5668377.029634276,1,5668377.029634276,30375277.25856698,733200.3593954683
Creation Today,30375277.25856698,1957839.6295691906,1,1957839.6295691906,30375277.25856698,87470.06320174584
Sevenfold Films,30375277.25856698,1957839.6295691906,1,1957839.6295691906,30375277.25856698,87470.06320174584
