Duration,méta_score,writers,director,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,production_company,wins,nominations,financial_outlier_flag,adjusted_IMBD_Rating,MPA_Encoded,Autumn,Beginning of the year,End of the year,Spring,Summer,Action & Adventure,Comedy,Documentary & Biography,Drama,Family & Animation,Horror & Thriller,Romance,Sci-Fi & Fantasy,other_genres,Australia,Canada,China,European countries,Germany,India,Japan,Other_regions,United Kingdom,United States
-0.2854800352642949,74.0,-0.4590909887551906,-0.28306692385900883,-0.66172339938716,0.005601152206746956,1148849.1069761747,8057346.663658615,2381465.1594239553,-0.23981547621217023,0.0,5.0,0,5.663241434774582,2.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.041127981660219595,54.0,-0.24171350128267907,-0.15344034340110524,-0.5350604711712201,0.06852983887155738,110205.86506387922,25645369.462067366,6101530.1484669,-0.1487859063601331,7.0,21.0,0,7.4,3.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
-1.156434747063,40.0,-0.1860857006213644,-0.16203909887145934,-0.02683420226180955,0.05219736559697628,13344286.591493694,58521741.60401709,37746656.71511832,-0.14513705151720332,1.0,1.0,0,5.5,2.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
-0.2310453657768758,66.0,0.45540601860072133,-0.2876153522896554,0.3481546392242117,0.027989146744540516,959559.5186993114,5955271.202387147,5955271.202387147,-0.24892726253154146,1.0,2.0,0,6.9,3.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.6665227216762284,54.57695651451903,-0.3121401813258394,0.4536747528998345,-0.5286699793204882,0.05867733524657121,3694854.146247034,15935803.664805826,15935803.664805826,5.304088494994918,17.0,9.0,0,6.160151447782638,3.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2310453657768758,78.0,-0.44112379734831014,-0.26903605575532114,-0.7091992846894584,0.06852983887155738,2942244.7602242944,12439995.597183099,11798989.49362676,-0.2453698807489785,11.0,8.0,0,7.7815165943059865,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0007760832073065,60.0,0.5935398739300147,-0.08986332348440454,1.0867626685131857,0.06852983887155738,209386.00980242193,7171539.291727215,7171539.291727215,0.08838130613003298,5.0,15.0,0,5.933732110595231,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
-0.6120880521888094,49.50278636718571,0.18104408739941616,-0.0050456400910250205,-0.34801724741890716,0.06852983887155738,3546632.591093118,8947987.489797572,8947987.489797572,-0.2479900300605744,0.0,1.0,0,5.733732110595231,3.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
0.09556265114763868,53.0,0.9434548225267408,0.22135531000405806,1.1420578041461003,0.275209519543204,40193343.51299645,160993525.12087676,121924250.67726506,2.7387400695024615,5.0,17.0,1,4.3,2.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-1.156434747063,47.481357831398164,-0.3396291993093703,-0.30708395222076684,-0.1767537036539464,0.06852983887155738,777109.4893577646,555444.2184049845,555444.2184049845,-0.2497479285515569,2.0,5.0,0,5.56385680263867,3.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.3399147047517139,60.018167019503174,-0.4246726984669865,0.13992251423727967,-0.5937884910392145,0.06852983887155738,4156939.0126629956,18371879.571541853,18371499.253333334,-0.24640146938058186,10.0,13.0,0,6.617415849578835,3.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
-0.7209573911636475,41.0,-0.4414102006206684,-0.2661036469573519,-0.6177828742777242,0.007894024439643089,5551509.5797245605,13355955.906702373,13355955.906702373,-0.23979943948090424,3.0,4.0,0,5.750237679666668,3.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7487786849966677,64.0,1.0811560871327492,1.0142778681568267,1.6524261208280961,0.10030529963968182,278910.2674099884,270198525.8040186,126533367.7399884,0.48812109851538615,7.0,35.0,1,7.2,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
-0.5576533827013903,57.0,0.4069062020645768,-0.10113287732254453,-0.28738645607144675,0.06219161118185188,7181941.363445378,21344797.585966386,21243095.520456184,-0.23756940620881353,0.0,3.0,0,5.398970004336019,2.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.09556265114763868,75.0,-0.052966429171742546,-0.012670566620664825,0.2965626116155739,0.06852983887155738,75067.64327173913,605639.9367065218,605639.9367065218,-0.2487536114820703,3.0,11.0,0,6.644064627889183,3.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5310400070469913,58.0,0.24144116811779498,0.9308384408704565,-0.10067340567026638,0.16104501248122982,4125024.5634086425,51630578.40761267,11387664.345702605,0.517061018399618,2.0,9.0,0,7.3,3.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
-0.8842613996259048,31.0,1.1202508078891118,-0.14723507542004324,0.17496636936462,0.05508544340106349,20206460.80765644,50485463.10666258,50485463.10666258,0.21291373953564977,0.0,0.0,0,6.1,3.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5032187132139712,58.0,-0.28176909181905324,-0.2278604361077925,0.09141805481164128,0.06852983887155738,95880.77286575045,2209010.930089563,1520385.4051061897,-0.24947292277340338,1.0,3.0,0,4.93257261500813,2.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.2185147611569827,60.0,6.118714540620452,4.08622887218636,2.936229081789124,0.7144074485058973,90508191.40355334,1132211470.9961479,257209961.7812984,1.8427777281316062,8.0,37.0,1,6.8,2.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1
0.313301329097315,47.0,-0.44473267141889355,-0.09053680838115626,0.047614622177019825,0.02748651734168036,3100042.251836866,8302753.638536559,8262375.3784641605,-0.1121439268182114,1.0,0.0,0,5.575663613960885,2.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.041127981660219595,49.0,-0.48597733435117424,-0.08927089913475311,1.1248653932392054,0.03540005941491586,101403.52803479119,10547228.121731915,573965.2444286998,-0.21233015906065236,21.0,33.0,0,6.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.06774135731461856,84.0,-0.21724298476973708,-0.24229542012294225,0.24612395454898128,0.06852983887155738,81126.46513356562,25827383.78569106,1831094.4596864113,-0.2285059377403538,15.0,16.0,0,7.4,3.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.1020000775755812,39.0,-0.19954785403580225,1.0925987449540684,-0.09895066860649479,0.12161884222243252,10253876.560055073,38675464.912683785,24015844.405519895,-0.02798976285289107,1.0,1.0,0,4.628273777167044,2.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1
-0.7753920606510666,38.2953108280594,-0.33026452766724407,0.30104906765651035,-0.366704101753283,0.06852983887155738,5037412.096774193,9716170.281354839,9715435.556370968,1.3075005094586765,1.0,0.0,0,4.791886616224112,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1
0.313301329097315,79.0,-0.3645967173163332,0.03050628514951246,-0.46457818034929715,0.045328454568080566,132139.0,33111706.0,20960939.0,0.06513694858893687,6.0,35.0,0,6.5,3.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
-0.12217602680203764,52.0,-0.46954388835562655,-0.2930956301020977,0.17845884786550095,0.08744488738295518,398463.77939978987,4924803.588198315,631180.2741828646,-0.24846819308644763,0.0,1.0,0,7.498542359241223,2.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.09556265114763868,68.0,-0.38450260465651837,-0.2690828705143533,-0.06083778821471293,0.05635586819387001,4745678.95479765,12425372.649249347,11854314.958387727,0.2796717995129121,1.0,1.0,0,6.423908740944318,3.0,1.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.313301329097315,46.0,2.1990213236148066,3.0858366839973743,1.9112571692710976,0.3577838536103786,55092608.413504995,642317833.4237198,176582426.33764887,1.0088865099044846,5.0,6.0,1,5.7,2.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0.6399093460218295,74.0,0.22239124252649342,0.886202235955116,-0.016181171805956126,0.15852893957943373,22958919.448542513,103391396.28720649,103382316.90777329,1.61952212884931,5.0,10.0,0,7.2,3.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.6943440155092485,84.0,0.12107395640392554,0.4070072442706087,0.2050765756435322,0.01053407497491969,4187776.514455067,11174832.242179733,11174832.242179733,1.323241397067875,2.0,5.0,0,6.312180447786648,3.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.313301329097315,69.0,-0.31929162895926744,-0.246840144995047,-0.6916264623526116,0.06852983887155738,41499.47969023581,11786191.97832696,951827.1292368268,-0.2472610703225373,8.0,18.0,0,6.798970004336018,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
-0.2854800352642949,42.0,0.1967641448774745,2.490002223114129,-0.06871283435926041,0.6637470391866279,18779146.39082833,112843805.06061225,59804441.31511404,2.5238242961135535,2.0,2.0,1,6.6,3.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.8032133544840867,92.0,1.322884934711751,0.9025255442384877,0.5257597146241886,0.08329826104268143,1766413.9634034587,252225069.77580035,109164419.67739289,0.5039981616838822,164.0,139.0,1,8.2,3.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.6120880521888094,42.0,0.9917439812347552,1.0769446554227549,1.0066667038811474,0.14576698609206606,49803251.81107684,312118630.7993688,193294659.70024934,0.5588114388858779,1.0,4.0,1,6.2,2.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1298213714086012,74.0,1.452207766444481,3.3938701494816588,0.41195626649453015,0.19128809045752188,32198014.27249827,373227619.95803463,215747620.74564707,2.23564800130461,2.0,17.0,1,7.2,3.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.394349374239133,69.0,-0.0173971531071104,-0.3056622924376539,-0.2547427063741404,0.06852983887155738,83005.41997879438,1202802.3063569672,1004174.4865533125,-0.13335982331260735,0.0,4.0,0,6.2,3.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6399093460218295,46.0,0.5291393575530943,2.5240383197447622,0.9023375955968015,0.0672027143640941,46889940.18740399,226485486.4946646,117126097.68923706,0.05503135819994748,4.0,9.0,1,6.7,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.6120880521888094,45.0,0.7481280874733407,0.13992251423727967,-0.066769725658665,0.030688578306163804,143533.24199005065,1496858.2773107376,800161.2499388723,-0.2431615042506898,1.0,0.0,0,5.469178764933307,3.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.4564293883331156,60.0,1.3106844898216097,-0.0526973414887368,0.47466623190937346,0.09514916076353981,419465.3156388677,4456393.806304514,4456393.806304514,-0.03923301367756256,0.0,0.0,0,7.2,3.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
-0.394349374239133,59.0,0.2398328597987804,0.35934899214484955,-0.04167514972936319,0.06852983887155738,40267315.22479395,208720870.0,208720870.0,1.5872086065632005,0.0,0.0,0,5.852297670994631,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5032187132139712,28.0,1.1704009990470472,0.9991109641649328,1.2136632337199575,0.27291903530434936,32483363.630154923,398480142.53172904,88091086.8915551,1.5218573244589708,5.0,8.0,1,5.2,3.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
-0.06774135731461856,75.0,0.744425374037878,0.047575411490494185,0.07841641716920558,0.06852983887155738,203680.11827206486,15970190.408626338,13788829.198360445,-0.18622499399835513,5.0,22.0,0,7.1,3.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1842560408960203,64.57072105636846,0.02782078487503785,1.3240019849836069,0.16579192720415736,0.12849649634981353,945078.4560439561,157501002.11545226,63671846.08840237,0.27600501237734354,6.0,10.0,0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5032187132139712,38.639588342600845,0.09225112715889494,-0.1503827184778756,-0.18761231678792076,0.06852983887155738,6843684.574635922,58924104.77395631,58924104.77395631,0.808000796962511,0.0,0.0,0,4.820818753952375,2.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.7209573911636475,69.0,1.1607219409832759,0.49947626793733485,1.0245367387297433,0.0364670092217642,97204.2295774648,78268395.04014085,61282556.74232394,-0.11073398599755302,0.0,4.0,0,7.3,2.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.047565408088162,48.0,-0.23729890879661383,0.22724353506020362,-0.3982771539290971,0.01748920618708766,1400104.4021639898,33561153.237650044,33561153.237650044,-0.2088656507254444,0.0,1.0,0,6.395880017344075,3.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.394349374239133,68.0,-0.43562907479390306,-0.26254329770669416,-0.6865148500272271,0.06762081336968288,512496.1823398624,16329244.717469562,2151905.854674431,-0.06693541499907966,6.0,8.0,0,7.4,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.36773599858473405,60.0,0.18833648962218877,1.6315422388203156,0.22901028025469278,0.13442991898599443,4702214.108371317,28520564.507059477,11229855.72486937,-0.09752358007113238,2.0,4.0,0,6.2,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
-1.4830427639875146,27.0,0.9490145431890135,0.555935953012049,0.4336633914808294,0.18290680112100052,35047361.18010588,327723884.6200847,121573660.70660667,2.2240799290398536,1.0,1.0,1,5.1,2.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.6665227216762284,34.0,-0.276310156207913,0.37872222580846315,-0.4508348777001341,0.06852983887155738,14017941.469488189,60204736.60826772,58805186.73950131,0.38952757122776827,0.0,0.0,0,6.3,2.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5576533827013903,66.0,0.6692266702177491,1.0338645059066929,1.3300291054928681,0.06216306033187082,39409945.37263102,210005041.3374484,138814512.83541557,0.4965893264866541,7.0,25.0,1,7.1,2.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.01330668782719948,75.0,0.5016309923184741,1.3527572456988755,0.2800917627420798,0.10572554092401215,23492207.1420658,142856972.92344302,142855282.72489673,0.4266053287980993,6.0,10.0,0,7.8,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3.035034803468269,68.0,4.975385460622225,1.6649233686169072,2.5256462663082715,0.637639751171954,62099753.04614533,870524299.8815883,180919701.867048,0.8832162781166208,50.0,77.0,1,7.3,2.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
-0.4487840437265521,13.646948056326849,-0.08474271201117166,-0.3035248702203357,-0.24873527221362796,0.06852983887155738,714994.729781746,1667150.6943154763,1667150.6943154763,-0.24963009585600096,0.0,0.0,0,2.720505836570779,3.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.09556265114763868,88.0,0.906059111045555,-0.2756118311329679,-0.167655233906541,0.006301087408649983,55403.79351175844,10999323.551949957,6026428.898860843,-0.2313081913238034,8.0,27.0,0,8.2,2.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.12217602680203764,39.0,0.7685020851719458,1.8117910672537803,0.8521051777363376,0.12392093842291169,51502961.001369566,272790557.8840109,219777374.5394239,0.9229161320696947,4.0,13.0,1,5.6,2.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.6120880521888094,24.03602315379907,-0.37570017838858827,-0.3063636529750482,-0.23944152528761,0.009626735709005301,474855.46399921685,780435.1952810003,779429.6390552678,-0.24968904519775736,0.0,0.0,0,3.593575203269588,2.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0007760832073065,76.47020521391565,-0.23226919163608975,0.26134344702337925,-0.5030537156109087,0.009049625277177314,1304464.6291964287,27050656.110882938,3351664.56609127,0.10365982741144224,29.0,30.0,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.6943440155092485,59.0,0.9971698157696416,-0.27941176498588965,-0.27098839873040215,0.06852983887155738,1566019.767498448,6448346.038815535,3764032.7206706475,-0.21282744104264598,1.0,16.0,0,7.2,3.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1
-0.4487840437265521,42.677472356971855,0.49217269992367446,0.6516719692316629,0.622132205373725,0.17718390431592135,8160437.6767611345,42493714.19175439,42493714.19175439,0.8111346759427783,0.0,1.0,0,5.160151447782638,2.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.5310400070469913,79.0,-0.48477001593621794,-0.30770386002513034,-0.7524126309063215,0.06852983887155738,13864.913680481233,361811.2758386537,33794.18092777798,-0.2420748161986042,16.0,17.0,0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
0.42217066807215314,44.6138432555462,0.6894658802988476,0.3760091742375611,0.9498358156913178,0.1775742615075439,12808072.506358298,32635177.06214391,32635177.06214391,4.894262532368093,0.0,0.0,0,5.322878745280337,2.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4487840437265521,45.38863933934115,-0.07332524565848997,0.31954747616702783,-0.48840470361922395,0.06852983887155738,185889.10300311528,4135138.3695950154,4135138.3695950154,-0.21896674515250877,1.0,2.0,0,5.387990482355389,3.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.5032187132139712,64.0,-0.4761649562670277,-0.29931450008189714,-0.69231916180268,0.019667126161394804,320619.04175338557,2982291.999942979,2982291.999942979,-0.20702733292245182,0.0,3.0,0,6.26488679830265,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.9931307386007429,17.757160271702006,-0.45793518557032237,-0.2989916082971117,-0.615529591139608,0.06852983887155738,1256630.0909859585,3083149.7177816904,3083149.7177816904,-0.2347008213779524,0.0,0.0,0,3.0659167939666316,3.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.7753920606510666,35.2234053781291,0.410341498519204,-0.3058067770267681,-0.3883970196777706,0.06852983887155738,240987.81820652174,954379.6556521739,835612.1152173913,-0.24947101638331629,2.0,5.0,0,4.53373211059523,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.313301329097315,38.0,1.6310745406298053,0.3482736582588233,1.2876350960315066,0.19509625187910443,29404300.44465274,172085387.19697347,94630775.38500282,1.5764422866136423,0.0,1.0,0,6.3,3.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
-0.01330668782719948,58.0,1.5476987270251168,1.0142778681568267,0.0325528281284501,0.06852983887155738,305995.64143167704,46821219.48173505,12256380.203797475,-0.14140367255648564,0.0,6.0,0,6.8,2.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.5310400070469913,84.0,0.552064263088019,3.5898725043031106,0.22324606336936198,0.20050744312894966,19418838.43941969,131854460.58315027,103928607.53655958,0.07295571050415162,13.0,22.0,0,8.1,3.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
