Actor,Count,TotalGrossWorldWide,AverageGrossPerFilm,top_3_count,weight
Vladimir Cruz,1,4531816.138692042,4531816.138692042,1,3141215.579350447
Marilyn Solaya,1,4531816.138692042,4531816.138692042,1,3141215.579350447
Francisco Gattorno,1,4531816.138692042,4531816.138692042,0,942364.673805134
Antonio Carmona,1,4531816.138692042,4531816.138692042,0,942364.673805134
Joel Angelino,1,4531816.138692042,4531816.138692042,0,942364.673805134
María Elena del Toro,1,4531816.138692042,4531816.138692042,0,942364.673805134
Ricardo Ávila,1,4531816.138692042,4531816.138692042,0,942364.673805134
Gabriel Olds,1,3098085.500313688,3098085.500313688,0,644228.7689028241
Mark Wystrach,1,3098085.500313688,3098085.500313688,0,644228.7689028241
John Thaw,1,21225452.048831075,21225452.048831075,0,4413708.673127272
Jean-Luc Bilodeau,1,11638813.648553535,11638813.648553535,1,8067410.865557493
Paul James Jordan,1,11638813.648553535,11638813.648553535,0,2420223.2596672475
Al Ruscio,1,41915255.91291339,41915255.91291339,0,8716032.437545348
Lin Tucci,1,41915255.91291339,41915255.91291339,0,8716032.437545348
Glenda Braganza,1,121980041.42502202,121980041.42502202,1,84550121.79833934
Kelly McCormack,1,121980041.42502202,121980041.42502202,1,84550121.79833934
Jiah Mavji,1,121980041.42502202,121980041.42502202,0,25365036.5395018
Joshua Satine,1,121980041.42502202,121980041.42502202,0,25365036.5395018
Ian Ho,1,121980041.42502202,121980041.42502202,0,25365036.5395018
Aparna Nancherla,1,121980041.42502202,121980041.42502202,0,25365036.5395018
William Cayton,1,1405854.9573391918,1405854.9573391918,1,974464.3999558829
Gene Tunney,1,1405854.9573391918,1405854.9573391918,1,974464.3999558829
Max Schmeling,1,1405854.9573391918,1405854.9573391918,1,974464.3999558829
Trevor Berbick,1,1405854.9573391918,1405854.9573391918,0,292339.31998676487
Jack Dempsey,1,1405854.9573391918,1405854.9573391918,0,292339.31998676487
Joe Louis,1,1405854.9573391918,1405854.9573391918,0,292339.31998676487
Cus D'Amato,1,1405854.9573391918,1405854.9573391918,0,292339.31998676487
Mills Lane,1,1405854.9573391918,1405854.9573391918,0,292339.31998676487
Jim Jacobs,1,1405854.9573391918,1405854.9573391918,0,292339.31998676487
Christopher Sayegh,1,71769769.75134578,71769769.75134578,0,14924104.065774532
Suhail Dabbach,1,71769769.75134578,71769769.75134578,0,14924104.065774532
Charlie Hofheimer,1,55894055.88201869,55894055.88201869,1,38742807.244681284
Haylie Johnson,1,55894055.88201869,55894055.88201869,1,38742807.244681284
Danish Husain,1,4435053.436098984,4435053.436098984,1,3074144.7848647083
Aasha Pawar,1,4435053.436098984,4435053.436098984,1,3074144.7848647083
Kitu Gidwani,1,4435053.436098984,4435053.436098984,1,3074144.7848647083
Sanjivani Oagle,1,4435053.436098984,4435053.436098984,0,922243.4354594125
Monica Dogra,1,4435053.436098984,4435053.436098984,0,922243.4354594125
Ashok Varma,1,4435053.436098984,4435053.436098984,0,922243.4354594125
Jehan Manekshaw,1,4435053.436098984,4435053.436098984,0,922243.4354594125
Kriti Malhotra,1,4435053.436098984,4435053.436098984,0,922243.4354594125
Georgia Engel,1,312462390.43016374,312462390.43016374,1,216582424.95768884
Hector Elias,1,24068923.551106405,24068923.551106405,0,5004991.949568681
Connor Matheus,1,24068923.551106405,24068923.551106405,0,5004991.949568681
Lily Jackson,1,24068923.551106405,24068923.551106405,0,5004991.949568681
Janet Waldo,1,14288701.106076125,14288701.106076125,1,9904172.885540437
Ellen Blain,1,14288701.106076125,14288701.106076125,1,9904172.885540437
Benji Gregory,1,14288701.106076125,14288701.106076125,1,9904172.885540437
Susan Silo,1,14288701.106076125,14288701.106076125,0,2971251.865662131
Michael Crawford,1,14288701.106076125,14288701.106076125,0,2971251.865662131
Paul Eiding,1,14288701.106076125,14288701.106076125,0,2971251.865662131
Paige Gosney,1,14288701.106076125,14288701.106076125,0,2971251.865662131
Matthew H. Williamson,1,17596457.657100234,17596457.657100234,1,12196935.012861488
Billy Taylor,1,17596457.657100234,17596457.657100234,0,3659080.5038584466
Dylan O'Sullivan Farrow,1,17596457.657100234,17596457.657100234,0,3659080.5038584466
Rama Thiaw,1,55162.75843193157,55162.75843193157,1,38235.91047900272
Ami Diakhate,1,55162.75843193157,55162.75843193157,1,38235.91047900272
Djibril Diop Mambéty,1,55162.75843193157,55162.75843193157,1,38235.91047900272
Omar Ba,1,55162.75843193157,55162.75843193157,0,11470.773143700815
Calgou Fall,1,55162.75843193157,55162.75843193157,0,11470.773143700815
Mamadou Mahourédia Gueye,1,55162.75843193157,55162.75843193157,0,11470.773143700815
Faly Gueye,1,55162.75843193157,55162.75843193157,0,11470.773143700815
Kaoru Egushi,1,55162.75843193157,55162.75843193157,0,11470.773143700815
Issa Samb,1,55162.75843193157,55162.75843193157,0,11470.773143700815
Mansour Diouf,1,55162.75843193157,55162.75843193157,0,11470.773143700815
Maya Kay,1,40169975.03355319,40169975.03355319,0,8353111.481301235
John Wayne,1,44610600.28101934,44610600.28101934,1,30921711.807875257
Hugh O'Brian,1,44610600.28101934,44610600.28101934,0,9276513.542362576
Richard Boone,1,44610600.28101934,44610600.28101934,0,9276513.542362576
Monika Baumgartner,1,5504857.938982404,5504857.938982404,1,3815676.7597886845
Barbara Gallauner,1,5504857.938982404,5504857.938982404,1,3815676.7597886845
Elisabeth Bertram,1,5504857.938982404,5504857.938982404,1,3815676.7597886845
Ludwig Wühr,1,5504857.938982404,5504857.938982404,0,1144703.0279366053
Udo Thomer,1,5504857.938982404,5504857.938982404,0,1144703.0279366053
Michael Gahr,1,5504857.938982404,5504857.938982404,0,1144703.0279366053
Fred Stillkrauth,1,5504857.938982404,5504857.938982404,0,1144703.0279366053
Hans-Reinhard Müller,1,5504857.938982404,5504857.938982404,0,1144703.0279366053
Robert Giggenbach,1,5504857.938982404,5504857.938982404,0,1144703.0279366053
Gregor Henderson-Begg,1,33911507.93313923,33911507.93313923,0,7051699.833717502
Richard Pears,1,33911507.93313923,33911507.93313923,0,7051699.833717502
Meesha Shafi,1,2973805.7129715937,2973805.7129715937,0,618385.5136437954
Dalton Harrod,1,1842077.618517206,1842077.618517206,1,1276830.90764778
Steven Hauck,1,1842077.618517206,1842077.618517206,0,383049.27229433396
McCabe Slye,1,1842077.618517206,1842077.618517206,0,383049.27229433396
Kerry Butler,1,1842077.618517206,1842077.618517206,0,383049.27229433396
Adrienne Pickering,1,268539462.0933545,268539462.0933545,1,186137371.01909298
D.G. Maloney,1,268539462.0933545,268539462.0933545,0,55841211.30572789
Alan Hopgood,1,268539462.0933545,268539462.0933545,0,55841211.30572789
Danielle Carter,1,268539462.0933545,268539462.0933545,0,55841211.30572789
Joshua Long,1,268539462.0933545,268539462.0933545,0,55841211.30572789
Nadia Townsend,1,268539462.0933545,268539462.0933545,0,55841211.30572789
Lara Robinson,1,268539462.0933545,268539462.0933545,0,55841211.30572789
Rahul Khanna,1,3714381.1612562537,3714381.1612562537,1,2574612.8294497477
Dina Pathak,1,3714381.1612562537,3714381.1612562537,1,2574612.8294497477
Rishma Malik,1,3714381.1612562537,3714381.1612562537,0,772383.8488349243
Arjun Lombardi-Singh,1,3714381.1612562537,3714381.1612562537,0,772383.8488349243
Moushumi Chatterjee,1,3714381.1612562537,3714381.1612562537,0,772383.8488349243
Jasbir Mann,1,3714381.1612562537,3714381.1612562537,0,772383.8488349243
Lisa Ray,1,3714381.1612562537,3714381.1612562537,0,772383.8488349243
Harold Janklowicz,1,1242281.6747859924,1242281.6747859924,1,861084.0403391975
Alfred Kohn,1,1242281.6747859924,1242281.6747859924,1,861084.0403391975
Sigmund Tobias,1,1242281.6747859924,1242281.6747859924,1,861084.0403391975
David Kranzler,1,1242281.6747859924,1242281.6747859924,0,258325.21210175924
Buzeng Xu,1,1242281.6747859924,1242281.6747859924,0,258325.21210175924
Irene Eber,1,1242281.6747859924,1242281.6747859924,0,258325.21210175924
Betty Grebenschikoff,1,1242281.6747859924,1242281.6747859924,0,258325.21210175924
Niles McMaster,1,1038253.2262752646,1038253.2262752646,1,719662.2964999665
James Sutorius,1,1038253.2262752646,1038253.2262752646,0,215898.68894998994
Vanda Capriolo,1,9921456.634331184,9921456.634331184,1,6877029.693134424
Elena Fokina,1,9921456.634331184,9921456.634331184,1,6877029.693134424
Doris Hick,1,9921456.634331184,9921456.634331184,0,2063108.9079403272
Jessica Batut,1,9921456.634331184,9921456.634331184,0,2063108.9079403272
Malgorzata Bela,1,9921456.634331184,9921456.634331184,0,2063108.9079403272
Alek Wek,1,9921456.634331184,9921456.634331184,0,2063108.9079403272
Ben Harris,1,299495652.0047374,299495652.0047374,1,207594566.77704623
John Milhiser,1,299495652.0047374,299495652.0047374,1,207594566.77704623
James Logan,1,106167328.66722535,106167328.66722535,1,73589584.5332683
Joshua Bridgewater,1,106167328.66722535,106167328.66722535,0,22076875.35998049
Mini Anden,1,106167328.66722535,106167328.66722535,0,22076875.35998049
Zoe Zandvliet,1,4194863.284139956,4194863.284139956,1,2907657.6582360435
Emil Belton,1,4194863.284139956,4194863.284139956,1,2907657.6582360435
Joel Basman,1,4194863.284139956,4194863.284139956,1,2907657.6582360435
Mads Riisom,1,4194863.284139956,4194863.284139956,0,872297.297470813
Oskar Belton,1,4194863.284139956,4194863.284139956,0,872297.297470813
Oskar Bökelmann,1,4194863.284139956,4194863.284139956,0,872297.297470813
Ryan Simpkins,1,36502847.43055976,36502847.43055976,1,25301845.77890234
Paulette Lamori,1,36502847.43055976,36502847.43055976,0,7590553.733670702
Jon Kortajarena,1,36502847.43055976,36502847.43055976,0,7590553.733670702
Hwang Jung-min,1,66894996.834307246,66894996.834307246,1,46368078.44926653
Ra Mi-ran,1,66894996.834307246,66894996.834307246,1,46368078.44926653
Lee Chae-yun,1,66894996.834307246,66894996.834307246,0,13910423.534779958
Kang Suk-won,1,66894996.834307246,66894996.834307246,0,13910423.534779958
Kim Won-hae,1,66894996.834307246,66894996.834307246,0,13910423.534779958
Jo Sung-ha,1,66894996.834307246,66894996.834307246,0,13910423.534779958
Park Ji-hong,1,66894996.834307246,66894996.834307246,0,13910423.534779958
Myung Seok-Geun,1,66894996.834307246,66894996.834307246,0,13910423.534779958
Barry Tubb,1,9036041.955697026,9036041.955697026,0,1878992.1015038302
Sonalee Kulkarni,1,2616652.2383794608,2616652.2383794608,1,1813725.121538593
Vineet Sharma,1,2616652.2383794608,2616652.2383794608,0,544117.5364615779
Dayanand Shetty,1,2616652.2383794608,2616652.2383794608,0,544117.5364615779
Amole Gupte,1,2616652.2383794608,2616652.2383794608,0,544117.5364615779
Peter Forbes-Robertson,1,17923419.814126395,17923419.814126395,0,3727070.3730461905
Hugo De Vernier,1,17923419.814126395,17923419.814126395,0,3727070.3730461905
James Taylor,1,17923419.814126395,17923419.814126395,0,3727070.3730461905
Carolyn Saxon,1,54530291.26395471,54530291.26395471,1,37797517.64472282
Diane Bradley,1,54530291.26395471,54530291.26395471,1,37797517.64472282
Lawrence Howard Levy,1,54530291.26395471,54530291.26395471,0,11339255.293416845
Sam Josepher,1,54530291.26395471,54530291.26395471,0,11339255.293416845
Behrouz Vossoughi,1,18910351.659340493,18910351.659340493,1,13107656.936068946
Duncan Quinn,1,18910351.659340493,18910351.659340493,0,3932297.080820684
Joseph Cotten,1,18910351.659340493,18910351.659340493,0,3932297.080820684
Barry Sullivan,1,18910351.659340493,18910351.659340493,0,3932297.080820684
Behrouz Gramian,1,18910351.659340493,18910351.659340493,0,3932297.080820684
Adam Herschman,1,60097680.72181548,60097680.72181548,1,41656537.950518176
Mark Derwin,1,60097680.72181548,60097680.72181548,0,12496961.385155452
Hannah Marks,1,60097680.72181548,60097680.72181548,0,12496961.385155452
Allison Cratchley,1,151461266.58600777,151461266.58600777,1,104984949.89812954
Nicole Downs,1,151461266.58600777,151461266.58600777,0,31495484.96943886
Alice Parkinson,1,151461266.58600777,151461266.58600777,0,31495484.96943886
Andrew Hansen,1,151461266.58600777,151461266.58600777,0,31495484.96943886
Cramer Cain,1,151461266.58600777,151461266.58600777,0,31495484.96943886
Christopher James Baker,1,151461266.58600777,151461266.58600777,0,31495484.96943886
Osamu Tanpopo,1,51903559.34618574,51903559.34618574,1,35976805.82183444
Stephanie Vogt,1,51903559.34618574,51903559.34618574,1,35976805.82183444
Kikuo Ichikawa,1,51903559.34618574,51903559.34618574,0,10793041.74655033
Yasuo Tobishima,1,51903559.34618574,51903559.34618574,0,10793041.74655033
Ibuki Kaneda,1,51903559.34618574,51903559.34618574,0,10793041.74655033
Akiko Iwase,1,51903559.34618574,51903559.34618574,0,10793041.74655033
Noriko Sakura,1,51903559.34618574,51903559.34618574,0,10793041.74655033
Jozef Aoki,1,51903559.34618574,51903559.34618574,0,10793041.74655033
Samuele Amighetti,1,19281498.66933129,19281498.66933129,1,13364916.43961732
Christoph Koncz,1,19281498.66933129,19281498.66933129,0,4009474.931885196
Irene Grazioli,1,19281498.66933129,19281498.66933129,0,4009474.931885196
Tommaso Puntelli,1,19281498.66933129,19281498.66933129,0,4009474.931885196
Aldo Brugnini,1,19281498.66933129,19281498.66933129,0,4009474.931885196
Essence Atkins,1,33601776.93009935,33601776.93009935,1,23290976.94090258
Ashley Rickards,1,33601776.93009935,33601776.93009935,0,6987293.082270774
Linda Ulvaeus,1,608171.7655214724,608171.7655214724,1,421552.54456737277
Rikard Wolff,1,608171.7655214724,608171.7655214724,1,421552.54456737277
Bergljót Arnadóttir,1,608171.7655214724,608171.7655214724,0,126465.76337021182
Per Sandberg,1,608171.7655214724,608171.7655214724,0,126465.76337021182
Jonas Falk,1,608171.7655214724,608171.7655214724,0,126465.76337021182
Ryan Slater,1,15451363.018051181,15451363.018051181,1,10710068.711770384
Yeh Hui,1,15451363.018051181,15451363.018051181,1,10710068.711770384
Yao Er Ga,1,15451363.018051181,15451363.018051181,1,10710068.711770384
Yi Ding,1,15451363.018051181,15451363.018051181,0,3213020.613531115
Wang Fei,1,15451363.018051181,15451363.018051181,0,3213020.613531115
Cheu Gang,1,15451363.018051181,15451363.018051181,0,3213020.613531115
O Mi Jia Can,1,15451363.018051181,15451363.018051181,0,3213020.613531115
Zhou Jian Zhong,1,15451363.018051181,15451363.018051181,0,3213020.613531115
He Yu,1,15451363.018051181,15451363.018051181,0,3213020.613531115
Amanda Warren,1,16669667.90771867,16669667.90771867,1,11554533.311105799
Amari Cheatom,1,16669667.90771867,16669667.90771867,0,3466359.9933317397
DeRon Horton,1,16669667.90771867,16669667.90771867,0,3466359.9933317397
Lynda Gravatt,1,16669667.90771867,16669667.90771867,0,3466359.9933317397
Sam Gilroy,1,16669667.90771867,16669667.90771867,0,3466359.9933317397
Hugo Armstrong,1,16669667.90771867,16669667.90771867,0,3466359.9933317397
Russell Buchanan,1,64716308.07669875,64716308.07669875,0,13457377.943883765
Jerry Potter,1,64716308.07669875,64716308.07669875,0,13457377.943883765
Shannon Lucio,1,9750276.955722865,9750276.955722865,0,2027513.094461373
Hana Mae Lee,1,158006842.39045012,158006842.39045012,1,109521997.31212014
Kelley Jakle,1,158006842.39045012,158006842.39045012,1,109521997.31212014
Kevin Breznahan,1,79744105.05398616,79744105.05398616,1,55274401.584446594
David Kriegel,1,79744105.05398616,79744105.05398616,1,55274401.584446594
John Newton,1,79744105.05398616,79744105.05398616,0,16582320.475333977
Sam Behrens,1,79744105.05398616,79744105.05398616,0,16582320.475333977
Michael Patrick McGill,1,89636235.55757047,89636235.55757047,1,62131103.952737086
John Lloyd Young,1,89636235.55757047,89636235.55757047,1,62131103.952737086
Erich Bergen,1,89636235.55757047,89636235.55757047,1,62131103.952737086
Michael Lomenda,1,89636235.55757047,89636235.55757047,0,18639331.185821123
Johnny Cannizzaro,1,89636235.55757047,89636235.55757047,0,18639331.185821123
Lou Volpe,1,89636235.55757047,89636235.55757047,0,18639331.185821123
Bel Powley,1,32426720.76484527,32426720.76484527,0,6742947.021887139
Taylour Paige,1,32426720.76484527,32426720.76484527,0,6742947.021887139
Richie Merritt,1,32426720.76484527,32426720.76484527,0,6742947.021887139
Thomas Kee,1,59595460.673101224,59595460.673101224,1,41308425.53973121
Happy Anderson,1,59595460.673101224,59595460.673101224,1,41308425.53973121
Henrique Zaga,1,59595460.673101224,59595460.673101224,0,12392527.661919363
Colbi Gannett,1,59595460.673101224,59595460.673101224,0,12392527.661919363
Blu Hunt,1,59595460.673101224,59595460.673101224,0,12392527.661919363
Cara D. Briggs,1,254956749.93333334,254956749.93333334,1,176722552.38101703
Jeff Dashnaw,1,254956749.93333334,254956749.93333334,0,53016765.71430511
Graziella Fiesoli,1,381412.88563082716,381412.88563082716,1,264375.26630424074
Lou-Teymour Thion,1,381412.88563082716,381412.88563082716,1,264375.26630424074
Vincent Courcelle-Labrousse,1,381412.88563082716,381412.88563082716,0,79312.57989127222
Laetitia Dosch,1,381412.88563082716,381412.88563082716,0,79312.57989127222
Dounia Sichov,1,381412.88563082716,381412.88563082716,0,79312.57989127222
Arthur Vercken,1,381412.88563082716,381412.88563082716,0,79312.57989127222
Mark Joy,1,4391186.0510981595,4391186.0510981595,0,913121.4691898547
Rya Kihlstedt,1,154562710.57841122,154562710.57841122,1,107134707.05712856
Seth Smith,1,154562710.57841122,154562710.57841122,0,32140412.11713857
Michele Placido,1,106464633.27593409,106464633.27593409,0,22138698.11536867
Robin Houston,1,15094.852062043798,15094.852062043798,1,10462.954147775135
Joseph Stalin,1,15094.852062043798,15094.852062043798,0,3138.8862443325406
Matt Irving,1,15094.852062043798,15094.852062043798,0,3138.8862443325406
Bernard L. Montgomery,1,15094.852062043798,15094.852062043798,0,3138.8862443325406
Harry S. Truman,1,15094.852062043798,15094.852062043798,0,3138.8862443325406
David Dundas,1,15094.852062043798,15094.852062043798,0,3138.8862443325406
